yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_pbr_gap,cagr,peer_per_avg,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
087010.KQ,087010,펩트론,24156,기술성장기업부,약효지속성 의약품 및 펩타이드 소재,KOSDAQ,주권,KRX,103300.0,153680.0,221018.33333333334,251867.5,260643.0,-60.367245619487186,386000.0,-73.23834196891191,22.28530872959324,-45.2,-59.17,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,,,5.24,,18.5,-9.41,26.03,75.0,,,-,56.0,-213.0,-138.0,-380.36,-246.43,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,OFS,11011.0,OpenDART,,,,14.06,-23.48,8,2,7,7,31.58,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-22,4.65,0,0,0,0,0,0,1,1,2,D,30
067310.KQ,067310,하나마이크론,23604,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,35500.0,41272.5,44012.5,38675.0,33445.0,6.144416205710868,56800.0,-37.5,24.92063492062384,-28.5,-11.03,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,,44.79,20.88,15.0,5.17,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.2,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,58750.0,,,65.49,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,5.12,2.73,5,2,4,4,0.98,,,,반도체 제조업,반도체 제조업,2026-07-22,4.65,8,0,6,0,0,0,1,5,20,D,31
237690.KQ,237690,에스티팜,23589,우량기업부,원료의약품,KOSDAQ,주권,KRX,112300.0,123915.0,131526.66666666666,140424.16666666666,127997.0,-12.263568677390877,168700.0,-33.43212803793716,31.0975609756009,-3.11,-20.86,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,52.02,53.05,12.08,38.0,4.36,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.45,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,204071.0,,,81.72,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,0.73,2025.0,11011.0,5.02,7.59,7,5,6,6,-13.15,61.23,19.28,97.1,의약품 제조업,의약품 제조업,2026-07-22,4.65,0,0,12,16,15,10,3,5,61,B,32
310210.KQ,310210,보로노이,23099,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,123400.0,165330.0,221763.33333333334,251676.66666666666,232374.5,-46.89606647889506,363500.0,-66.0522696011004,18.343195266269646,-33.62,-58.59,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,,,6.46,,28.92,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,264.67,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,,16.52,-16.02,9,2,8,8,75.06,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-22,4.65,0,0,0,0,0,0,1,1,2,D,33
178320.KQ,178320,서진시스템,23073,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,36250.0,45722.5,60545.833333333336,51559.583333333336,41119.5,-11.842313257700118,80800.0,-55.136138613861384,24.843945068655486,-36.07,-31.86,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,,15.93,17.62,,2.63,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,72250.0,,,99.31,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,,,,,1,0,0,0,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-07-22,4.65,0,3,0,0,0,0,1,3,7,D,34
257720.KQ,257720,실리콘투,22951,우량기업부,화장품 유통,KOSDAQ,주권,KRX,35100.0,35225.0,37647.5,40138.75,41393.25,-15.20356579877154,61800.0,-43.203883495145625,48.242811501554286,3.24,-27.78,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,31.11,14.49,6.76,10.0,4.66,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.87,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,55500.0,,,58.12,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,0.32,2025.0,11011,,,1,0,0,0,,103.34,,,상품 종합 도매업,상품 종합 도매업,2026-07-22,4.65,12,0,20,20,15,10,5,5,87,S,35
064760.KQ,064760,티씨케이,22291,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,198600.0,237645.0,270490.0,250830.0,214399.0,-7.3689709373644465,348500.0,-43.01291248206599,18.332135154563204,-21.96,-30.32,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,-2.77,18.81,67.84,23.0,4.86,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.72,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,OFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,6.91,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-22,4.65,4,0,12,0,4,0,1,5,26,D,36
319400.KQ,319400,현대무벡스,21974,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,19730.0,22630.0,31245.833333333332,30674.166666666668,24084.15,-18.07890251472442,46350.0,-57.43257820927724,27.79503105587041,-26.52,-34.67,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,-56.77,99.75,1.78,237.22,15.14,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.25,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,65.83,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-22,4.65,0,0,6,0,15,0,3,3,27,D,37
226950.KQ,226950,올릭스,21622,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,103300.0,134595.0,148433.33333333334,156428.33333333334,142709.0,-27.61493668934685,207000.0,-50.09661835748792,18.627450980389597,-14.98,-37.81,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,,,7.02,,19.05,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,,21.46,-22.36,9,2,8,8,-11.23,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-22,4.65,0,0,0,0,0,0,1,3,4,D,38
089970.KQ,089970,브이엠,21614,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,81300.0,99830.0,78010.0,58827.083333333336,45344.35,79.29466405406627,119700.0,-32.08020050125313,34.094754653126245,-9.06,49.17,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,,29.68,12.48,29.0,12.27,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,,6.29,6.8,21,15,20,20,95.07,,30.0,-3.33,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-22,4.65,0,0,16,0,0,0,3,5,24,D,39
005290.KQ,005290,동진쎄미켐,21560,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,42450.0,48725.0,55105.833333333336,52801.666666666664,47371.25,-10.38868512019421,66000.0,-35.68181818181818,25.432525951544775,-25.53,-29.72,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,-35.98,13.86,14.39,16.75,1.91,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.53,33.71,650.0,334.0,OpenDART,71.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,,2025.0,11011,,,2,1,1,1,,-11.78,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-22,4.65,8,3,6,0,0,0,3,5,25,D,40
357780.KQ,357780,솔브레인,21507,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,278500.0,312550.0,381941.6666666667,399470.8333333333,349817.5,-20.387058966461083,501000.0,-44.411177644710584,29.999999999997286,-16.99,-39.98,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,-33.25,18.26,29.89,15.0,2.05,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.84,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,549250.0,,,97.22,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,3,2,2,2,,-22.12,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-22,4.65,8,3,6,0,0,0,3,5,25,D,41
263750.KQ,263750,펄어비스,20769,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,33050.0,35560.0,43103.333333333336,49481.25,44529.0,-25.778706011812524,72000.0,-54.09722222222222,26.960784313688492,-9.08,-42.72,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,296.2,96.6,8.02,6.0,2.11,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,3.89,,,70778.0,,,114.15,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,0.02,,,,,3,1,2,2,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-22,4.65,15,3,0,20,0,10,3,3,54,C,42
058610.KQ,058610,에스피지,18318,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,81800.0,73280.0,100788.33333333333,113130.83333333333,90098.25,-9.21022328402605,158100.0,-48.260594560404805,50.87463556850273,6.23,-29.54,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,-30.29,103.2,8.34,154.57,5.48,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,160000.0,,,95.6,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,-8.86,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-22,4.65,0,0,0,0,0,0,5,3,8,D,43
098460.KQ,098460,고영,18074,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,26500.0,28265.0,33937.5,32033.75,27820.8,-4.747527030135723,43500.0,-39.08045977011494,36.062378167621645,-15.61,-19.94,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,-29.74,61.63,24.69,37.0,4.86,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.53,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,48417.0,,,82.71,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,7.16,8.16,21,15,20,20,-32.12,-17.9,30.0,23.33,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-22,4.65,0,0,0,0,0,0,5,5,10,D,44
032820.KQ,032820,우리기술,17126,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,9980.0,10995.5,15206.0,16684.166666666668,11722.95,-14.86784469779365,29300.0,-65.93856655290102,35.34777651077596,-21.79,-54.74,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,-84.85,398.75,6.51,48.76,10.21,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,,,,2,1,1,1,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-22,4.65,0,0,0,0,0,0,5,1,6,D,45
140860.KQ,140860,파크시스템스,17121,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,244000.0,257475.0,271400.0,267604.1666666667,254450.0,-4.106897229318137,339500.0,-28.12960235640648,40.336134453776765,-0.81,-14.24,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,-19.61,42.01,37.56,34.0,7.64,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.2,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,364143.0,,,49.24,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,18.19,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-07-22,4.65,0,0,16,0,12,0,5,5,38,D,46
089030.KQ,089030,테크윙,17118,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,46200.0,47755.0,53602.5,52625.0,52780.25,-12.467258112646302,71100.0,-35.0210970464135,34.82587064675404,-12.0,-19.23,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,,181.67,15.35,394.72,8.5,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.28,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,6.29,8.16,21,15,20,20,35.14,,30.0,1215.73,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-22,4.65,0,0,0,0,0,0,3,5,8,D,47
068760.KQ,068760,셀트리온제약,16872,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,38250.0,40460.0,46081.666666666664,54926.666666666664,56892.965,-32.76848903902266,95047.0,-59.75675192273297,28.84615384610207,-4.38,-33.36,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,76.47,119.93,5.08,44.08,4.04,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.52,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,OFS,11011.0,OpenDART,0.58,2025.0,11011.0,5.18,7.95,7,5,6,6,-22.01,34.91,19.28,128.63,의약품 제조업,의약품 제조업,2026-07-22,4.65,0,0,6,20,15,10,3,3,57,B,48
420770.KQ,420770,기가비스,16579,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,130700.0,160025.0,136825.0,104013.33333333333,76585.5,70.65893674390061,192200.0,-31.997918834547345,27.293934681178982,-16.91,39.79,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,353.16,47.97,2.32,89.0,8.99,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.61,65.63,800.0,101.41,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,185000.0,,,41.55,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,0.25,2025.0,11011.0,6.29,7.54,21,15,20,20,42.93,-33.36,30.0,196.67,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-22,4.65,0,0,6,20,0,10,3,5,44,C,49
290650.KQ,290650,엘앤씨바이오,16451,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,59700.0,78765.0,74615.0,77215.0,69162.0,-13.680923050229895,118300.0,-49.53508030431107,20.35928143712006,-32.08,-11.29,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,192.78,8.73,21.74,,8.62,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.08,,50.0,11.34,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,4.2,9.66,7,6,6,6,105.24,,28.64,,의약품 제조업,의약품 제조업,2026-07-22,4.65,0,0,0,0,0,10,1,3,14,D,50
140410.KQ,140410,메지온,15700,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,51300.0,56675.0,67578.33333333333,92339.16666666667,85810.0,-40.21675795361846,172700.0,-70.29530978575565,31.54121863797701,-10.78,-43.19,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,,,25.47,,100.59,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,,,,16.52,-16.02,9,2,8,8,508.9,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-22,4.65,0,0,0,0,0,0,3,1,4,D,51
010170.KQ,010170,대한광통신,15688,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,10090.0,11792.0,17286.666666666668,12549.125,8399.125,20.131561323352134,29100.0,-65.32646048109966,33.84879725081839,-29.29,-33.71,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,,,4.87,,13.53,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,,,,,,1,0,0,0,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-07-22,4.65,0,0,0,0,0,0,3,1,4,D,52
035900.KQ,035900,JYP Ent.,15545,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,44000.0,50025.0,55498.333333333336,60714.166666666664,65137.0,-32.45006678232034,85100.0,-48.29612220916569,25.454545454526937,-13.21,-30.6,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,64.27,25.19,18.99,12.0,2.47,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,1.99,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,4.0,,,87000.0,,,97.73,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.19,2025.0,11011.0,,,2,1,1,1,,23.33,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-22,4.65,12,3,20,20,12,10,3,3,83,A,53
131970.KQ,131970,두산테스나,15461,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,79500.0,100355.0,132888.33333333334,106399.16666666667,82649.75,-3.8109613156724613,190100.0,-58.179905312993164,30.64133016626569,-36.4,-36.35,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,-95.9,238.23,11.6,36.0,3.5,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.2,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.86,,,190857.0,,,140.07,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,OFS,11011.0,OpenDART,,2025.0,11011.0,,,1,0,0,0,,-83.42,,,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-07-22,4.65,0,0,0,0,0,0,3,3,6,D,54
041510.KQ,041510,에스엠,15339,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,67300.0,72865.0,81020.0,91205.83333333333,100619.0,-33.11402419026228,153000.0,-56.01307189542484,40.80459770113301,-4.67,-27.4,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,1844.22,43.74,31.95,11.0,1.54,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.41,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,124176.0,,,84.51,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,0.01,2025.0,11011.0,,,2,1,1,1,,103.18,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-22,4.65,12,6,20,20,15,10,5,3,91,S,55
060370.KQ,060370,LS마린솔루션,15070,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,28850.0,26720.0,32402.5,31300.416666666668,29817.25,-3.243927592249453,50100.0,-42.41516966067864,48.437499999964686,14.94,-14.52,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,-51.36,69.69,2.21,101.94,2.14,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,51000.0,,,76.78,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,1,0,0,0,,-28.93,,,전기 및 통신 공사업,전기 및 통신 공사업,2026-07-22,4.65,0,3,0,0,0,0,5,5,13,D,56
007390.KQ,007390,네이처셀,14594,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,22750.0,24065.0,24608.0,22569.333333333332,22634.75,0.5091728426423971,37800.0,-39.81481481481482,49.113475177280584,-9.36,10.17,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,,1126.55,7.85,,25.54,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,,14.06,-23.48,8,2,7,7,81.65,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-22,4.65,0,0,0,0,0,0,5,5,10,D,57
096530.KQ,096530,씨젠,14048,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,26900.0,28435.0,28326.666666666668,26490.0,25885.0,3.9211898783079007,35150.0,-23.470839260312946,42.17391304342692,-0.55,8.25,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,7007.69,906.71,18.62,21.16,1.18,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.72,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,44500.0,,,65.43,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,0.0,2025.0,11011.0,11.3,8.69,4,1,3,3,-89.56,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-22,4.65,4,8,0,0,0,10,5,5,32,D,58
183300.KQ,183300,코미코,13416,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,65300.0,79475.0,87173.76666666666,73273.425,63944.605,2.1196393347022733,139200.0,-53.08908045977011,32.67195767195162,-31.48,-15.37,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,-10.74,15.48,24.54,27.72,4.71,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,2.14,28.3,1400.0,141.14,OpenDART,11.87,5.0,True,5.0,OpenDART,,4.0,,,170932.0,,,161.76,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,,2025.0,11011,7.16,6.8,21,15,20,20,-34.22,24.61,30.0,-7.6,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-22,4.65,0,0,16,0,12,0,3,3,34,D,59
083650.KQ,083650,비에이치아이,13290,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,42850.0,49085.0,68853.33333333333,79163.33333333333,67873.0,-36.86738467431821,109500.0,-60.86757990867579,21.53344208808153,-23.62,-56.36,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,232.86,26.53,14.65,17.0,7.22,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,156.71,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.07,,,,,2,1,1,1,,180.92,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-22,4.65,8,0,20,20,15,10,1,1,75,A,60
