yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_pbr_gap,peer_per_avg,peer_per_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
347700.KQ,347700,스피어,6675,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,12950.0,18986.0,29512.5,36456.25,26834.3,-51.740868962484576,53100.0,-75.6120527306968,32.99155609164886,-53.83,-69.31,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,-98.98,1590.82,9.44,15.21,6.2,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,286.1,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,,,,2.25,-7.93,4,1,3,3,175.56,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-30,4.68,8,0,0,0,0,0,3,1,12,D,87
035760.KQ,035760,CJ ENM,6666,중견기업부,"의류, 생활주방, 가전제품, 보석, 기타",KOSDAQ,주권,KRX,30200.0,30860.0,36810.0,49651.666666666664,55909.5,-45.98413507543441,81800.0,-63.08068459657702,33.48416289588518,-4.28,-44.18,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,,48.02,24.56,14.0,0.22,1.06,151.51,-1.85,27.18,,-,51345.0,1329.0,170.0,2.59,0.33,11663.75,2073.0,7820.51,52209.25,-44388.74,,,,,,,,,,,,4.0,,,57289.0,,,89.7,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,,,,,,1,0,0,0,,,,,텔레비전 방송업,텔레비전 방송업,2026-07-30,4.68,8,10,0,0,0,0,3,1,22,D,88
213420.KQ,213420,덕산네오룩스,6654,우량기업부,"HTL(정공수송층), HIL(정공주입층), RED HOST",KOSDAQ,주권,KRX,26850.0,29532.5,36713.333333333336,41377.5,40775.0,-34.15082771305947,55800.0,-51.88172043010753,45.40816326527369,-17.51,-46.83,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,16.22,20.99,11.91,9.0,1.47,12.5,51.8,62.18,15.62,21.88,1442 -> 1843 -> 2142,3443.0,607.0,540.0,17.63,15.68,605.55,464.93,1262.89,2436.93,-1174.04,,,,,,,,,,,,4.0,,,64143.0,,,138.89,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,0.55,,,3.74,14.92,7,5,6,6,-60.7,19.0,-52.63,21.88,전자부품 제조업,전자부품 제조업,2026-07-30,4.68,12,6,12,20,12,8,5,3,78,A,89
090710.KQ,090710,휴림로봇,6635,중견기업부,제조업용로봇및서비스로봇,KOSDAQ,주권,KRX,5550.0,6683.5,9451.833333333334,11126.333333333334,9670.125,-42.60673983014697,21500.0,-74.18604651162791,40.034364261072085,-31.31,-56.02,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,,,5.78,,5.34,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,-230.17,-245.91,160.03,734.47,-574.44,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-30,2025.0,CFS,11011,OpenDART,,,,5.58,8.9,20,16,19,19,-4.3,29.0,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-30,4.68,0,0,0,0,0,0,5,1,6,D,90
083450.KQ,083450,GST,6625,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,36500.0,43755.0,52190.833333333336,42304.583333333336,36041.0,1.2735495685469327,66500.0,-45.11278195488722,39.14327917280509,-32.78,-24.74,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,0.82,8.6,22.09,14.76,2.55,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.78,25.68,650.0,116.27,OpenDART,29.4,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,18.0,2025.0,11011.0,5.58,7.42,20,15,19,19,-54.3,30.0,-50.8,13.24,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-30,4.68,8,3,16,0,8,2,5,3,45,C,91
388720.KQ,388720,유일로보틱스,6597,벤처기업부,"취출로봇, 사출장비 및 자동화시스템",KOSDAQ,주권,KRX,56400.0,63845.0,80310.0,92298.33333333333,90325.0,-37.55881538887351,150700.0,-62.57465162574651,35.8276643990816,-22.31,-46.34,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,,,15.05,,7.99,-26.71,20.64,4.83,-3250.0,,-,369.0,-126.0,-247.0,-34.15,-66.94,-112.68,-195.79,28.12,185.17,-157.05,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-27,2025.0,OFS,11011.0,OpenDART,,,,5.39,8.9,20,16,19,19,48.24,29.0,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-30,4.68,0,0,0,0,0,0,5,1,6,D,92
204270.KQ,204270,제이앤티씨,6484,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,11210.0,14861.5,17937.5,18576.083333333332,20064.65,-44.13059784247421,29450.0,-61.935483870967744,33.78076062636295,-36.85,-42.04,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,,39.18,2.53,,2.98,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,4.0,,,26000.0,,,131.94,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,3.6,16.87,7,6,6,6,-17.22,16.79,,,전자부품 제조업,전자부품 제조업,2026-07-30,4.68,0,3,0,0,0,0,3,1,7,D,93
056190.KQ,056190,SFA,6438,우량기업부,"디스플레이, 2차전지, 반도체 제조설비 및 공장자동화기기",KOSDAQ,주권,KRX,18140.0,20871.5,25188.833333333332,27659.416666666668,26321.15,-31.08203858873948,35650.0,-49.1164095371669,37.650844730448334,-22.81,-42.23,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,37.83,21.28,12.26,12.81,0.55,6.11,49.77,-20.26,,,1113 -> 1534,16310.0,859.0,521.0,5.27,3.19,1359.69,593.79,2959.36,8188.25,-5228.89,5.24,48.5,950.0,267.07,OpenDART,2.98,5.0,True,5.0,OpenDART,,4.0,,,38500.0,,,112.24,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11014,OpenDART,0.34,2025.0,11011,5.58,8.9,20,15,19,19,-90.14,30.0,-57.3,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-30,4.68,8,10,6,20,0,10,5,3,62,B,94
032190.KQ,032190,다우데이타,6411,우량기업부,"Autodesk 제품군 및 보안, 백신 소프트웨어 등",KOSDAQ,주권,KRX,17010.0,18028.5,19538.333333333332,22173.75,20723.8,-17.92045860315193,30600.0,-44.41176470588235,44.97422680404257,-7.15,-26.2,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,33.17,4.63,13.26,2.55,0.38,14.75,984.54,48.75,32.67,85.51,1660 -> 4290 -> 5713,180520.0,15999.0,11997.0,8.86,6.65,-65334.61,-70647.15,27337.51,759263.47,-731925.96,3.23,9.63,550.0,210.65,OpenDART,22.39,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,0.08,2025.0,11011.0,,,3,2,2,2,,,,85.51,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-30,4.68,15,10,12,20,15,10,5,5,92,S,95
093320.KQ,093320,케이아이엔엑스,6392,우량기업부,인터넷연동서비스 등,KOSDAQ,주권,KRX,129800.0,131330.0,119726.66666666667,115608.33333333333,111992.0,15.901135795413959,148400.0,-12.533692722371967,47.94952681386954,21.31,24.45,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,-5.37,24.98,43.85,30.13,3.07,8.69,36.25,14.61,0.84,-16.78,5059 -> 3703 -> 3504,1592.0,239.0,196.0,15.01,12.31,346.05,176.16,206.53,938.48,-731.95,0.46,17.0,600.0,29.02,OpenDART,0.0,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-30,2025.0,CFS,11014,OpenDART,,2025.0,11011,,,1,0,0,0,,,,-16.78,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-07-30,4.68,0,0,6,0,0,0,5,5,16,D,96
036540.KQ,036540,SFA반도체,6389,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,3885.0,5162.5,6831.5,7020.916666666667,6072.55,-36.023581526706245,11010.0,-64.71389645776566,36.746987951683266,-34.04,-53.19,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,,23.78,5.68,,1.8,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,4.0,,,11000.0,,,183.14,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,,,4.78,9.64,5,3,4,4,-62.34,16.76,,,반도체 제조업,반도체 제조업,2026-07-30,4.68,0,6,0,0,0,0,5,1,12,D,97
328130.KQ,328130,루닛,6343,기술성장기업부,Lunit INSIGHT,KOSDAQ,주권,KRX,8550.0,9963.5,13786.5,16032.883333333333,17164.28,-50.187249334082175,39280.0,-78.23319755600815,31.37614678891022,-23.46,-58.8,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,,,12.87,,4.6,-31.57,169.16,53.32,,,-,831.0,-831.0,-474.0,-100.0,-57.04,-551.75,-648.09,141.11,2324.79,-2183.68,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,2.25,-1.05,4,2,3,3,104.44,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-30,4.68,0,0,0,0,0,0,3,1,4,D,98
281740.KQ,281740,레이크머티리얼즈,6342,우량기업부,"LED, 반도체 소재 및 석유화학촉매",KOSDAQ,주권,KRX,9650.0,11941.5,15856.166666666666,18881.25,17446.4,-44.68772927366105,27550.0,-64.97277676950998,36.275695284098205,-32.52,-58.04,daily_close,NXT 미확인,2026-07-30 22:15 KST,,,-63.09,69.3,10.41,51.6,4.56,5.8,161.94,1.8,-40.09,-43.54,367 -> 317 -> 117,1412.0,133.0,78.0,9.42,5.52,154.78,18.13,206.47,2199.93,-1993.46,0.31,25.6,30.0,19.72,OpenDART,-40.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-30,2025.0,CFS,11011,OpenDART,,2025.0,11011,,,3,2,2,2,,,,-43.54,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-30,4.68,0,0,6,0,0,0,5,1,12,D,99
253450.KQ,253450,스튜디오드래곤,6327,우량기업부,"드라마 제작, 판매",KOSDAQ,주권,KRX,20750.0,21068.0,24541.166666666668,32116.416666666668,36234.6,-42.7342926374239,56000.0,-62.94642857142857,44.87179487171433,-2.81,-40.46,nxt_web_latest,NXT 체결가,2026-07-30 22:07 KST,,,-69.21,71.54,9.16,17.0,0.84,1.34,29.27,-3.53,-16.48,-41.46,1001 -> 1114 -> 343,5307.0,304.0,103.0,5.73,1.94,-98.07,-108.5,629.73,2342.22,-1712.49,,,,,,,,,,,,4.0,,,38000.0,,,83.13,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11011,OpenDART,,,,,,1,0,0,0,,,,-41.46,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업",2026-07-30,4.68,8,8,0,0,0,0,5,1,22,D,100
