yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_pbr_gap,cagr,peer_per_avg,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
086450.KQ,086450,동국제약,8684,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,19290.0,18867.5,18750.666666666668,20715.166666666668,19699.6,-2.0792300351276096,29900.0,-35.48494983277592,54.28849902526705,10.48,-1.93,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,7.91,13.15,15.14,13.11,1.43,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,1.04,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,4.0,,,35000.0,,,81.44,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,1.66,2025.0,11011.0,5.32,7.59,7,5,6,6,-73.12,18.31,30.0,-56.3,의약품 제조업,의약품 제조업,2026-08-26,4.25,8,6,12,5,12,5,5,5,58,B,88
036830.KQ,036830,솔브레인홀딩스,8683,우량기업부,"반도체,디스플레이,2차전지 공정용 화학제품",KOSDAQ,주권,KRX,42100.0,37005.0,37750.0,47110.416666666664,45620.5,-7.7169255049813135,79600.0,-47.11055276381909,70.22900763353775,43.93,-15.29,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,731.47,8.24,6.64,1.59,0.43,32.06,36.52,28.34,-72.01,131.39,4342 -> 2796 -> 23248,5566.0,89.0,4956.0,1.6,89.04,465.52,119.91,2176.39,7112.09,-4935.7,1.19,2.06,500.0,100.41,OpenDART,43.28,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,0.0,2025.0,11011.0,,,1,0,0,0,,131.39,,,회사 본부 및 경영 컨설팅 서비스업,회사 본부 및 경영 컨설팅 서비스업,2026-08-26,4.25,15,10,20,0,15,10,1,3,74,A,89
056190.KQ,056190,SFA,8636,우량기업부,"디스플레이, 2차전지, 반도체 제조설비 및 공장자동화기기",KOSDAQ,주권,KRX,24150.0,22488.0,23097.0,26236.416666666668,26200.1,-7.824779294735511,35650.0,-32.25806451612903,64.55696202520204,24.36,-9.55,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,37.83,21.28,12.82,13.74,0.7,6.11,49.77,-20.26,,,1113 -> 1534,16310.0,859.0,521.0,5.27,3.19,1516.38,568.22,2959.24,7516.75,-4557.51,3.93,48.5,950.0,267.07,OpenDART,2.98,5.0,True,5.0,OpenDART,,4.0,,,37500.0,,,55.28,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,0.36,2025.0,11011.0,6.58,8.98,19,16,18,18,-89.36,,30.31,-54.67,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-26,4.25,8,10,6,20,0,10,3,5,62,B,90
950260.KQ,950260,인제니아테라퓨틱스(Reg.S),8573,기술성장기업부,"IGT-427(안구망막질환 치료제), IGT-302(녹내장 치료제), IGT-303(만성신장질환치료제)",KOSDAQ,주식예탁증권,KRX,17340.0,,,,,,18330.0,-5.400981996726677,50.0,,,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,,,,,53.59,-78.07,44.73,,,,-,,,-257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25,,,,,,,,25.69,-25.16,11,2,10,10,108.6,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-26,4.25,0,0,0,0,0,0,5,0,5,D,91
119850.KQ,119850,지엔씨에너지,8487,우량기업부,"비상발전기, 소형열병합발전설비, 바이오가스발전설비",KOSDAQ,주권,KRX,51400.0,48070.0,33669.5,33400.166666666664,33925.85,51.50688928943564,55400.0,-7.2202166064981945,52.95202952026784,60.62,126.43,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,3.76,7.46,9.23,19.43,3.41,21.15,67.41,16.04,55.84,87.31,692 -> 2340 -> 2428,2626.0,494.0,400.0,18.81,15.23,410.79,372.73,779.47,1493.04,-713.57,,6.1,,24.25,OpenDART,,,,,,,,,,,,,,,,,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,5.17,2025.0,11011,,,3,2,2,2,,87.31,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-26,4.25,4,0,20,0,15,2,5,0,46,C,92
065350.KQ,065350,신성델타테크,8451,우량기업부,"세탁기, 자동차, 에어컨 및 LCD 부품",KOSDAQ,주권,KRX,31500.0,30375.0,32725.0,44634.583333333336,51582.25,-38.93248161916163,121700.0,-74.11668036154478,46.18055555551066,21.39,-29.05,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,73.25,81.02,3.72,36.96,3.32,9.51,161.32,7.19,4.53,,456 -> 790,9454.0,277.0,242.0,2.93,2.56,143.76,-801.57,706.02,5756.98,-5050.96,0.38,13.6,120.0,32.98,OpenDART,0.0,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,0.5,2025.0,11011,,,1,0,0,0,,,,,가정용 기기 제조업,가정용 기기 제조업,2026-08-26,4.25,0,0,6,20,0,10,5,1,42,C,93
038500.KQ,038500,삼표시멘트,8341,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,7730.0,7594.0,8592.333333333334,12041.833333333334,9944.3,-22.267027342296586,20200.0,-61.73267326732673,47.48201438825009,14.69,-37.46,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,-38.34,9.33,5.08,15.77,1.0,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.57,31.84,121.0,129.9,OpenDART,10.37,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,9.89,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-08-26,4.25,8,8,6,0,8,0,5,1,36,D,94
083450.KQ,083450,GST,8256,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,44650.0,45695.0,48620.833333333336,44921.25,37985.25,17.545626262825703,66500.0,-32.857142857142854,41.616766467030985,16.88,-17.01,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,0.82,8.6,22.87,14.84,2.49,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.46,25.68,650.0,116.27,OpenDART,29.4,5.0,True,5.0,OpenDART,,4.0,,,65000.0,,,45.58,,,Naver/FnGuide,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,18.1,2025.0,11011,6.58,8.16,19,16,18,18,-62.16,13.24,30.31,-51.04,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-26,4.25,8,3,16,0,8,2,5,5,47,C,95
100790.KQ,100790,미래에셋벤처투자,8201,우량기업부,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,KOSDAQ,주권,KRX,15440.0,14920.0,20567.5,30424.583333333332,23877.35,-35.33620774499682,67400.0,-77.09198813056379,53.55535553548607,28.77,-68.49,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,263.75,20.88,4.53,15.86,2.1,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,2398.0,351.0,309.0,14.64,12.89,488.15,486.97,724.58,7218.06,-6493.48,,,,,,,0.0,,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.06,,,,,3,2,2,2,,12.85,,,기타 금융업,기타 금융업,2026-08-26,4.25,8,3,6,20,8,10,5,1,61,B,96
031330.KQ,031330,에스에이엠티,8139,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,8140.0,9082.0,11635.666666666666,9758.583333333334,7514.9,8.318141292631976,18860.0,-56.83987274655355,37.48378728916669,-8.74,-47.99,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,39.34,6.2,7.34,10.7,1.1,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.83,29.6,230.0,224.35,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,0.27,2025.0,11011.0,,,2,1,1,1,,51.79,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-08-26,4.25,12,8,16,20,15,10,5,3,89,S,97
041830.KQ,041830,인바디,8128,우량기업부,정밀 체성분 분석기,KOSDAQ,주권,KRX,61400.0,60722.5,53079.166666666664,43100.833333333336,38367.75,60.03023372493826,70800.0,-13.27683615819209,55.38922155686301,22.07,33.91,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,-6.44,11.16,33.87,16.0,2.48,10.37,12.91,14.38,0.27,-8.12,2684 -> 2422 -> 2266,2339.0,368.0,300.0,15.73,12.83,357.78,279.18,523.72,412.73,110.99,0.98,26.69,600.0,80.04,OpenDART,25.99,5.0,False,5.0,OpenDART,,4.0,,,87500.0,,,42.51,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,8.74,2.73,5,2,4,4,-71.62,-8.12,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-26,4.25,8,3,12,0,0,0,3,5,31,D,98
458870.KQ,458870,씨어스,8071,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,21150.0,23607.5,28955.0,37498.51666666667,39820.22,-46.88628038720027,63034.0,-66.446679569756,23.161764705858516,-15.9,-33.39,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,,102.08,4.66,15.0,12.51,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,48250.0,,,128.13,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,,4.65,-5.19,5,2,4,4,169.03,,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-26,4.25,8,0,20,0,0,0,1,1,30,D,99
213420.KQ,213420,덕산네오룩스,7933,우량기업부,"HTL(정공수송층), HIL(정공주입층), RED HOST",KOSDAQ,주권,KRX,31800.0,32425.0,32519.166666666668,40101.25,39742.75,-19.98540614325883,55800.0,-43.01075268817204,50.972762645858865,13.77,-18.15,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,16.22,20.99,10.71,10.0,1.77,12.5,51.8,62.18,15.62,21.88,1442 -> 1843 -> 2142,3443.0,607.0,540.0,17.63,15.68,605.55,464.93,1262.89,2436.93,-1174.04,,,,,,,,,,,,4.0,,,58750.0,,,84.75,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.62,,,4.68,15.99,8,6,7,7,-62.18,21.88,19.5,-48.72,전자부품 제조업,전자부품 제조업,2026-08-26,4.25,12,6,12,20,12,8,5,5,80,A,100
