yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,peg,cagr,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
252990.KQ,252990,샘씨엔에스,9424,우량기업부,세라믹 STF(다층 세라믹 기판),KOSDAQ,주권,KRX,15650.0,13134.0,13066.833333333334,12138.583333333334,10283.6,52.18406005678945,16320.0,-4.105392156862745,53.26671790924322,33.76,24.8,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,337.29,46.34,6.83,38.7,4.64,9.7,52.36,46.34,182.69,,59 -> 258,780.0,147.0,151.0,18.85,19.36,192.43,99.32,87.94,871.98,-784.04,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-07,2025.0,OFS,11011.0,OpenDART,,,8,6,7,7,19.0,3.45,12.5,34.49,0.11,,103.68,전자부품 제조업,전자부품 제조업,2026-08-10,4.25,0,0,6,20,0,10,5,0,41,C,83
458870.KQ,458870,씨어스,9419,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,25250.0,26995.0,31196.666666666668,40009.725,39950.035,-36.79605036641395,63034.0,-59.94225338706095,43.10344827583606,-29.86,-36.4,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,,102.08,5.99,15.0,17.09,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,64250.0,,,154.46,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,4,2,3,3,,5.31,10.37,221.85,,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-10,4.25,8,0,20,0,0,0,5,3,36,D,84
085660.KQ,085660,차바이오텍,9157,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,9890.0,8965.0,11090.333333333334,14784.416666666666,14814.7,-33.24198262536535,23850.0,-58.532494758909856,63.6792452828086,-3.04,-33.58,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,,,8.44,,1.68,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,15.95,-9.41,-89.47,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-10,4.25,0,6,0,0,0,0,3,3,12,D,85
083450.KQ,083450,GST,9122,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,49850.0,43790.0,50607.5,43355.833333333336,36777.25,35.54575178948943,66500.0,-25.03759398496241,59.037900874611466,2.68,-25.04,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,0.82,8.6,22.82,15.43,2.67,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.3,25.68,650.0,116.27,OpenDART,29.4,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,14,18,18,27.5,7.01,8.16,-61.91,18.82,13.24,-43.89,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-10,4.25,8,3,16,0,8,2,3,5,45,C,86
036540.KQ,036540,SFA반도체,9111,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,5540.0,5133.25,6446.833333333333,6898.166666666667,6093.975,-9.090536144306471,11010.0,-49.68210717529519,49.99999999983908,3.55,-31.18,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,,23.78,5.89,,1.74,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,4.0,,,10000.0,,,80.51,,,Naver/FnGuide,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,19.8,5.78,9.64,-69.9,,,,반도체 제조업,반도체 제조업,2026-08-10,4.25,0,6,0,0,0,0,5,3,14,D,87
086450.KQ,086450,동국제약,9091,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,20150.0,18470.5,19100.166666666668,20775.333333333332,19636.75,2.6137217207531793,29900.0,-32.608695652173914,60.19108280241358,5.06,-6.93,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,7.91,13.15,14.78,11.71,1.28,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,0.99,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,4.0,,,35000.0,,,73.7,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,29.0,5.58,7.59,-77.06,1.48,18.31,-59.62,의약품 제조업,의약품 제조업,2026-08-10,4.25,12,6,12,10,12,5,3,5,65,B,88
281740.KQ,281740,레이크머티리얼즈,9037,우량기업부,"LED, 반도체 소재 및 석유화학촉매",KOSDAQ,주권,KRX,13750.0,11681.0,14726.333333333334,18112.833333333332,17407.95,-21.013100336340585,27550.0,-50.09074410163339,65.43062200945981,7.25,-32.27,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,-63.09,69.3,10.58,63.37,5.6,5.8,161.94,1.8,-40.09,-43.54,367 -> 317 -> 117,1412.0,133.0,78.0,9.42,5.52,154.78,18.13,206.47,2199.93,-1993.46,0.22,25.6,30.0,19.72,OpenDART,-40.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,,,,,-43.54,,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-10,4.25,0,0,6,0,0,0,1,3,10,D,89
213420.KQ,213420,덕산네오룩스,9013,우량기업부,"HTL(정공수송층), HIL(정공주입층), RED HOST",KOSDAQ,주권,KRX,36400.0,30380.0,34522.5,40970.0,40263.5,-9.595539384305884,55800.0,-34.76702508960574,64.65116279065558,20.73,-27.49,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,16.22,20.99,11.24,11.0,1.76,12.5,51.8,62.18,15.62,21.88,1442 -> 1843 -> 2142,3443.0,607.0,540.0,17.63,15.68,605.55,464.93,1262.89,2436.93,-1174.04,,,,,,,,,,,,4.0,,,64143.0,,,76.22,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,,8,6,7,7,24.5,4.64,9.7,-62.07,0.68,21.88,-55.1,전자부품 제조업,전자부품 제조업,2026-08-10,4.25,12,6,12,20,12,8,3,5,78,A,90
065350.KQ,065350,신성델타테크,9000,우량기업부,"세탁기, 자동차, 에어컨 및 LCD 부품",KOSDAQ,주권,KRX,32800.0,28462.5,35687.5,48448.75,52977.25,-38.08663152579645,121700.0,-73.04847986852917,67.46031746026749,11.19,-34.79,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,73.25,81.02,3.63,38.46,3.45,9.51,161.32,7.19,4.53,,456 -> 790,9454.0,277.0,242.0,2.93,2.56,143.76,-801.57,706.02,5756.98,-5050.96,0.37,13.6,120.0,32.98,OpenDART,0.0,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,0.53,,,가정용 기기 제조업,가정용 기기 제조업,2026-08-10,4.25,0,0,6,20,0,10,1,1,38,D,91
099320.KQ,099320,쎄트렉아이,8958,우량기업부,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",KOSDAQ,주권,KRX,81700.0,73635.0,100876.66666666667,139080.0,118707.25,-31.17522308030891,214000.0,-61.822429906542055,56.05095541400024,-7.26,-48.81,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,93.35,37.02,11.63,66.82,3.26,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.12,,100.0,10.95,OpenDART,,3.0,True,4.0,OpenDART,,4.0,,,160000.0,,,95.84,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,0.72,-45.98,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-08-10,4.25,0,0,6,16,0,10,3,1,36,D,92
038500.KQ,038500,삼표시멘트,8946,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,8290.0,7442.5,9541.0,12740.666666666666,9687.375,-14.424702254222636,20200.0,-58.96039603960396,61.86252771599422,0.36,-46.72,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,-38.34,9.33,4.79,15.29,0.96,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.46,31.84,121.0,129.9,OpenDART,10.37,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,9.89,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-08-10,4.25,8,8,6,0,8,0,3,3,36,D,93
293490.KQ,293490,카카오게임즈,8923,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,8360.0,7828.5,8626.5,10813.416666666666,12778.45,-34.577354843506065,23500.0,-64.42553191489363,60.724233983050105,0.24,-23.09,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,,,4.74,-7.0,0.63,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,3.33,,,9667.0,,,15.63,,,Naver/FnGuide,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,,,4,2,3,3,,5.91,-1.05,-89.34,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-10,4.25,0,10,0,0,0,0,3,1,14,D,94
204270.KQ,204270,제이앤티씨,8914,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,15410.0,14436.5,17220.5,18107.583333333332,19693.8,-21.752023479470694,29450.0,-47.674023769100174,57.91632485637318,-13.48,-24.83,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,,39.18,2.88,,3.45,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,4.0,,,26000.0,,,68.72,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,,8,7,7,7,23.0,4.64,12.5,-25.65,,,,전자부품 제조업,전자부품 제조업,2026-08-10,4.25,0,0,0,0,0,0,3,3,6,D,95
090710.KQ,090710,휴림로봇,8811,중견기업부,제조업용로봇및서비스로봇,KOSDAQ,주권,KRX,7370.0,6654.5,8805.666666666666,10709.333333333334,9788.35,-24.706411192897683,21500.0,-65.72093023255815,58.79478827348158,0.68,-42.24,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,,,6.56,,6.8,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,-230.17,-245.91,160.03,734.47,-574.44,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,,,19,15,18,18,26.0,6.82,8.98,-0.29,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-10,4.25,0,0,0,0,0,0,3,1,4,D,96
328130.KQ,328130,루닛,8771,기술성장기업부,Lunit INSIGHT,KOSDAQ,주권,KRX,11740.0,9846.0,12716.333333333334,15524.733333333334,16868.525,-30.40292497417528,39280.0,-70.11201629327903,71.47707979609496,8.3,-34.41,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,,,11.78,,5.91,-31.57,169.16,53.32,,,-,831.0,-831.0,-474.0,-100.0,-57.04,-551.75,-648.09,141.11,2324.79,-2183.68,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011,OpenDART,,,4,2,3,3,,2.25,-1.05,162.67,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-10,4.25,0,0,0,0,0,0,1,1,2,D,97
100790.KQ,100790,미래에셋벤처투자,8685,우량기업부,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,KOSDAQ,주권,KRX,16350.0,13711.0,28095.333333333332,31023.5,23429.5,-30.216180456262403,67400.0,-75.74183976261128,62.43822075775337,-1.8,-71.61,daily_close,NXT 미확인,2026-08-10 21:23 KST,,,263.75,20.88,8.27,19.91,2.23,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,2398.0,351.0,309.0,14.64,12.89,488.15,486.97,724.58,7218.06,-6493.48,,,,,,,0.0,,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011,OpenDART,,,3,2,2,2,,,,,0.08,12.85,,기타 금융업,기타 금융업,2026-08-10,4.25,4,3,6,20,8,10,3,1,55,B,98
119850.KQ,119850,지엔씨에너지,8685,우량기업부,"비상발전기, 소형열병합발전설비, 바이오가스발전설비",KOSDAQ,주권,KRX,53200.0,39192.5,29243.666666666668,32238.5,33167.1,60.399914372978046,52800.0,0.7575757575757576,65.57077625569099,92.41,49.86,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,3.76,7.46,6.23,21.43,3.59,21.15,67.41,16.04,55.84,87.31,692 -> 2340 -> 2428,2626.0,494.0,400.0,18.81,15.23,410.79,372.73,779.47,1493.04,-713.57,,6.1,,24.25,OpenDART,,,,,,,,,,,,,,,,,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,,,,5.7,87.31,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-10,4.25,4,0,20,0,15,2,1,0,42,C,99
388720.KQ,388720,유일로보틱스,8600,벤처기업부,"취출로봇, 사출장비 및 자동화시스템",KOSDAQ,주권,KRX,73200.0,64155.0,76688.33333333333,89124.16666666667,90091.5,-18.74927157389987,150700.0,-51.42667551426675,63.95833333331468,6.09,-26.58,nxt_web_latest,NXT 체결가,2026-08-10 21:13 KST,,,,,15.31,,9.04,-26.71,20.64,4.83,-3250.0,,-,369.0,-126.0,-247.0,-34.15,-66.94,-112.68,-195.79,28.12,185.17,-157.05,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-06,2025.0,OFS,11011.0,OpenDART,,,19,15,18,18,26.0,6.6,8.98,36.97,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-10,4.25,0,0,0,0,0,0,3,3,6,D,100
