yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,peer_per_avg,peer_per_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
310210.KQ,310210,보로노이,24868,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,134000.0,172070.0,227670.0,252548.33333333334,232755.5,-42.42885774987057,363500.0,-63.13617606602476,19.724770642199303,-31.25,-60.88,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,,,6.46,,28.92,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,235.82,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,19.05,-18.83,51.81,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-20,4.56,0,0,0,0,0,0,1,1,2,D,31
089970.KQ,089970,브이엠,24483,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,96800.0,100870.0,76971.66666666667,57816.25,44666.35,116.71795434370618,119700.0,-19.131161236424393,44.58229942100394,9.5,76.0,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,,29.68,12.48,29.0,12.27,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,20,15,19,19,,8.2,7.42,49.63,39.0,-25.64,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-20,4.56,0,0,16,0,0,0,5,5,26,D,32
067310.KQ,067310,하나마이크론,24365,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,36650.0,42970.0,44103.333333333336,38500.416666666664,33282.4,10.11826070235319,56800.0,-35.475352112676056,29.79397781298202,-25.2,-5.3,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,,44.79,20.88,15.0,5.17,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.19,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,58750.0,,,60.3,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011,OpenDART,2025.0,11011,5,2,4,4,,5.12,2.73,0.98,,,,반도체 제조업,반도체 제조업,2026-07-20,4.56,8,0,6,0,0,0,3,5,22,D,33
226950.KQ,226950,올릭스,24099,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,116200.0,136595.0,150408.33333333334,156634.16666666666,142657.0,-18.54588278177727,207000.0,-43.86473429951691,26.85512367490834,-11.97,-33.22,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,,,7.02,,19.05,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,28.92,-31.49,-34.13,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-20,4.56,0,0,0,0,0,0,3,5,8,D,34
237690.KQ,237690,에스티팜,23777,우량기업부,원료의약품,KOSDAQ,주권,KRX,114300.0,124285.0,132371.66666666666,140507.5,127806.0,-10.567578986902024,168700.0,-32.24659158269117,29.514563106788103,-6.16,-19.45,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,52.02,53.05,12.08,38.0,4.36,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.44,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,204071.0,,,78.54,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.73,5.02,7.59,-13.15,19.28,97.1,61.23,의약품 제조업,의약품 제조업,2026-07-20,4.56,0,0,12,16,15,10,3,5,61,B,35
178320.KQ,178320,서진시스템,23296,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,36600.0,48255.0,61068.333333333336,51469.583333333336,40981.0,-10.690319904345916,80800.0,-54.70297029702971,31.50684931505843,-45.78,-29.34,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,,15.93,17.62,,2.63,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,72250.0,,,97.4,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011,OpenDART,,,1,0,0,0,,,,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-07-20,4.56,0,3,0,0,0,0,3,3,9,D,36
064760.KQ,064760,티씨케이,23253,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,209500.0,243300.0,273091.6666666667,250287.5,213959.5,-2.084272958200033,348500.0,-39.88522238163558,30.76923076922789,-18.96,-25.18,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-2.77,18.81,67.84,23.0,4.86,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.68,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,6.91,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-20,4.56,4,0,12,0,4,0,3,5,28,D,37
257720.KQ,257720,실리콘투,22591,우량기업부,화장품 유통,KOSDAQ,주권,KRX,34600.0,35127.5,38091.666666666664,40352.083333333336,41502.25,-16.631026028709286,61800.0,-44.01294498381877,54.812834224557896,4.22,-26.62,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,31.11,14.49,7.77,11.0,4.73,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.88,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,1,0,0,0,0.35,,,,,,103.34,상품 종합 도매업,상품 종합 도매업,2026-07-20,4.56,12,0,20,20,15,10,5,5,87,S,38
005290.KQ,005290,동진쎄미켐,21483,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,43050.0,50542.5,55616.666666666664,52772.5,47350.5,-9.082269458611842,66000.0,-34.77272727272727,28.702290076323607,-28.61,-19.98,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-35.98,13.86,15.39,22.38,2.56,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.51,33.71,650.0,334.0,OpenDART,55.91,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,2,1,1,1,,,,,,,-11.78,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-20,4.56,4,3,6,0,0,0,3,5,21,D,39
357780.KQ,357780,솔브레인,21468,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,284500.0,320750.0,387750.0,400370.8333333333,349880.0,-18.686406768034754,501000.0,-43.213572854291414,33.16455696202296,-22.27,-34.45,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-33.25,18.26,29.89,15.0,2.05,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.83,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,549250.0,,,93.06,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,,,,,,-22.12,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-20,4.56,8,3,6,0,0,0,3,5,25,D,40
319400.KQ,319400,현대무벡스,20660,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,18550.0,23581.0,31607.0,31124.75,23984.85,-22.659512150378255,46350.0,-59.978425026968715,26.59574468082465,-42.3,-40.06,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,-56.77,99.75,1.78,237.22,15.14,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.27,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,65.83,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-20,4.56,0,0,6,0,15,0,3,3,27,D,41
263750.KQ,263750,펄어비스,20612,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,32950.0,35962.5,43865.0,49623.75,44543.5,-26.027366506897753,72000.0,-54.23611111111111,32.467532467493115,-16.48,-38.98,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,296.2,96.6,7.88,7.0,2.41,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,0.02,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-20,4.56,15,3,0,20,0,10,3,3,54,C,42
420770.KQ,420770,기가비스,18126,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,147400.0,162180.0,135400.0,102621.66666666667,75590.75,94.99740378287026,192200.0,-23.30905306971904,38.06024981630762,6.04,67.5,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,353.16,47.97,2.32,89.0,8.99,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.54,65.63,800.0,101.41,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,185000.0,,,25.51,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011,OpenDART,2025.0,11011,20,15,19,19,0.25,8.2,8.9,9.63,38.84,129.15,-33.36,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-20,4.56,0,0,6,20,0,10,5,5,46,C,43
089030.KQ,089030,테크윙,17989,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,48550.0,48785.0,53957.5,52486.25,52865.75,-8.16360308895646,71100.0,-31.71589310829817,46.58454647254978,-19.35,-12.36,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,,181.67,15.35,394.72,8.5,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.27,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-20,2025.0,CFS,11011,OpenDART,2025.0,11011,20,15,19,19,,8.2,8.9,3.66,38.84,916.27,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-20,4.56,0,0,0,0,0,0,5,5,10,D,44
140860.KQ,140860,파크시스템스,17646,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,255000.0,258175.0,272533.3333333333,267420.8333333333,254787.5,0.08340283569641367,339500.0,-24.889543446244478,53.30882352940628,-0.2,-4.49,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-19.61,42.01,37.56,34.0,7.64,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.2,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,364143.0,,,42.8,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,,,,,,18.19,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-07-20,4.56,0,0,16,0,12,0,5,5,38,D,45
290650.KQ,290650,엘앤씨바이오,17314,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,64300.0,81170.0,74751.66666666667,77037.5,69080.0,-6.919513607411696,118300.0,-45.646661031276416,17.24890829693797,-23.91,-9.05,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,192.78,8.73,21.74,,8.62,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.08,,50.0,11.34,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,6,6,6,,4.2,9.66,105.24,28.64,,,의약품 제조업,의약품 제조업,2026-07-20,4.56,0,0,0,0,0,10,1,3,14,D,46
068760.KQ,068760,셀트리온제약,16983,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,38400.0,40710.0,46725.833333333336,55300.416666666664,57050.555,-32.69127706119599,95047.0,-59.59893526360642,26.108374384200445,-8.35,-33.56,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,76.47,119.93,5.08,44.08,4.04,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.52,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.58,5.18,7.95,-22.01,19.28,128.63,34.91,의약품 제조업,의약품 제조업,2026-07-20,4.56,0,0,6,20,15,10,3,3,57,B,47
098460.KQ,098460,고영,16812,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,24650.0,28892.5,34154.166666666664,32083.75,27716.15,-11.062683669990244,43500.0,-43.333333333333336,37.04414587330063,-25.42,-22.36,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,-29.74,61.63,24.69,37.0,4.86,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.57,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,48417.0,,,96.42,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,20,15,19,19,,8.33,8.9,-41.66,39.0,-5.13,-17.9,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-20,4.56,0,0,0,0,0,0,5,5,10,D,48
035900.KQ,035900,JYP Ent.,15847,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,45150.0,50895.0,56115.0,61108.333333333336,65471.5,-31.038696226602415,85100.0,-46.94477085781434,30.733944954108708,-17.16,-27.53,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,64.27,25.19,18.99,12.0,2.47,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,1.94,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,4.0,,,87000.0,,,92.69,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,0.19,,,,,,23.33,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-20,4.56,12,3,20,20,12,10,3,3,83,A,49
140410.KQ,140410,메지온,15762,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,51500.0,57250.0,68813.33333333333,93195.83333333333,85909.0,-40.0528466167689,172700.0,-70.17950202663579,28.899082568788785,-16.4,-44.44,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,,,25.57,,120.78,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,19.05,-18.83,534.02,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-20,4.56,0,0,0,0,0,0,3,1,4,D,50
131970.KQ,131970,두산테스나,15577,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,83000.0,105645.0,134071.66666666666,105929.16666666667,82246.5,0.9161484075310194,190100.0,-56.3387690689111,28.688524590159233,-38.24,-25.76,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-95.9,238.23,11.6,36.0,3.5,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.19,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.86,,,190857.0,,,129.95,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,OFS,11011,OpenDART,2025.0,11011,1,0,0,0,,,,,,,-83.42,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-07-20,4.56,0,0,0,0,0,0,3,3,6,D,51
032820.KQ,032820,우리기술,15564,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,9070.0,11368.5,15624.833333333334,16663.0,11666.425,-22.25553243602903,29300.0,-69.04436860068259,29.742388758733455,-37.45,-59.96,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,-84.85,398.75,6.51,48.76,10.21,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-20,4.56,0,0,0,0,0,0,3,1,4,D,52
041510.KQ,041510,에스엠,15362,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,67800.0,73410.0,81866.66666666667,91895.83333333333,101442.0,-33.163778316673564,153000.0,-55.68627450980392,40.8759124087452,-11.26,-27.1,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,1844.22,43.74,31.95,11.0,1.54,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.39,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,124176.0,,,83.15,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011,OpenDART,2025.0,11011,3,2,2,2,0.01,,,,,,103.18,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-20,4.56,12,6,20,20,15,10,5,3,91,S,53
010170.KQ,010170,대한광통신,14708,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,9460.0,12303.0,17469.5,12434.0,8314.31,13.779736382213322,29100.0,-67.4914089347079,32.9999999999615,-42.07,-37.72,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,,,3.83,,18.57,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-07-20,4.56,0,0,0,0,0,0,3,1,4,D,54
007390.KQ,007390,네이처셀,14626,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,23500.0,24325.0,24506.333333333332,22505.166666666668,22605.75,3.955851940324917,37800.0,-37.83068783068783,46.00389863545247,-19.1,14.36,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,,1126.55,7.85,,25.54,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,14.06,-23.48,81.65,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-20,4.56,0,0,0,0,0,0,5,5,10,D,55
096530.KQ,096530,씨젠,13892,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,27150.0,28437.5,28254.166666666668,26437.916666666668,25880.0,4.90726429675425,35150.0,-22.759601706970127,34.41295546554804,-2.34,6.05,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,7007.69,906.71,18.62,21.16,1.18,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.68,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,44500.0,,,63.9,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011,OpenDART,2025.0,11011,4,1,3,3,0.0,11.3,8.69,-89.56,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-20,4.56,4,8,0,0,0,10,3,5,30,D,56
058610.KQ,058610,에스피지,13883,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,63600.0,74020.0,102193.33333333333,113696.66666666667,89640.5,-29.04992720924136,158100.0,-59.772296015180274,32.868525896405174,-27.4,-45.41,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-30.29,103.2,8.34,154.57,5.48,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,160000.0,,,151.57,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,-8.86,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-20,4.56,0,0,0,0,0,0,3,3,6,D,57
183300.KQ,183300,코미코,13785,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,70500.0,82980.0,87512.61666666667,72985.31666666667,63784.98,10.527588156333978,139200.0,-49.353448275862064,34.35013262598832,-32.98,-9.47,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-10.74,15.48,23.34,38.84,6.6,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,1.99,28.3,1400.0,141.14,OpenDART,26.31,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,20,15,19,19,,8.33,7.42,-20.77,39.0,-0.41,24.61,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-20,4.56,0,0,16,0,12,0,3,3,34,D,58
060370.KQ,060370,LS마린솔루션,13738,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,26700.0,26552.5,32592.5,31290.0,29780.0,-10.342511752854264,50100.0,-46.706586826347305,50.25125628137168,-7.77,-16.69,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-51.36,69.69,2.21,101.94,2.14,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,51000.0,,,91.01,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,,,-28.93,전기 및 통신 공사업,전기 및 통신 공사업,2026-07-20,4.56,0,3,0,0,0,0,5,3,11,D,59
0009K0.KQ,0009K0,에임드바이오,12772,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,19950.0,23900.0,32725.833333333332,43467.916666666664,,,72500.0,-72.48275862068965,28.859060402657448,-21.92,-59.98,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,,626.65,1.96,306.52,7.13,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,8,1,7,7,,28.92,-31.49,-75.35,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-20,4.56,0,0,6,0,0,0,3,1,10,D,60
083650.KQ,083650,비에이치아이,12486,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,40950.0,50755.0,70728.33333333333,79510.83333333333,67917.0,-39.70581739476125,109500.0,-62.6027397260274,28.04005722459536,-33.09,-58.55,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,232.86,26.53,14.65,17.0,7.22,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,168.62,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,0.07,,,,,,180.92,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-20,4.56,8,0,20,20,15,10,3,1,77,A,61
