yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_pbr_gap,peer_per_avg,peer_per_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
226950.KQ,226950,올릭스,25389,기술성장기업부,,KOSDAQ,주권,KRX,112000.0,102920.0,115863.33333333333,138061.66666666666,142148.5,-21.209158028399877,207000.0,-45.893719806763286,57.59717314486208,14.17,-19.08,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,10.5,,9.46,-18.83,30.18,157.89,,,-,146.67,-299.72,-157.43,-204.35,-107.34,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,,,,31.43,-31.49,9,2,7,7,-69.9,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-18,4.25,0,0,0,0,0,0,3,3,6,D,31
080220.KQ,080220,제주반도체,25281,우량기업부,,KOSDAQ,주권,KRX,73400.0,74135.0,78248.33333333333,75787.5,58839.1,24.74697947453309,134000.0,-45.223880597014926,42.81437125746709,-0.14,-34.99,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,102.29,22.3,1.07,11.02,5.56,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.31,358.74,394.99,11.87,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,0.11,,,3.06,2.73,5,2,4,4,81.7,,,53.63,반도체 제조업,반도체 제조업,2026-09-18,4.25,12,0,16,20,15,10,5,3,81,A,32
319400.KQ,319400,현대무벡스,25059,우량기업부,,KOSDAQ,주권,KRX,22850.0,22365.0,22703.666666666668,27941.0,26793.65,-14.718599369626764,46350.0,-50.701186623516726,46.28571428564023,0.0,-16.61,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,-56.77,99.75,1.84,145.54,15.26,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.41,182.13,112.94,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.22,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,,,65.83,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-09-18,4.25,0,0,6,0,15,0,5,3,29,D,33
310210.KQ,310210,보로노이,24451,기술성장기업부,,KOSDAQ,주권,KRX,132800.0,154295.0,154773.33333333334,209389.16666666666,223785.5,-40.65745993373118,363500.0,-63.466299862448416,22.711864406774268,-12.69,-32.96,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,5.9,,41.3,-50.18,64.97,-23.47,,,-,75.12,-543.85,-427.06,-723.97,-568.5,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,238.86,,,Naver/FnGuide,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,,,,11.28,-18.83,9,2,7,7,266.13,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-18,4.25,0,0,0,0,0,0,1,1,2,D,34
032820.KQ,032820,우리기술,23965,벤처기업부,,KOSDAQ,주권,KRX,13970.0,12427.5,11356.166666666666,15001.0,13219.5,5.6772192594273605,29300.0,-52.32081911262798,64.90566037724419,17.49,10.0,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,-84.85,398.75,5.4,60.89,9.65,0.67,172.08,22.16,-1016.67,,33 -> 5,871.35,-54.87,-41.05,-6.3,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,,,,,,3,1,1,1,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-18,4.25,0,0,0,0,0,0,3,3,6,D,35
140410.KQ,140410,메지온,22996,투자주의환기종목(소속부없음),,KOSDAQ,주권,KRX,75100.0,69065.0,61791.666666666664,69788.33333333333,85483.0,-12.14627469789315,172700.0,-56.51418645049219,56.52173913040832,19.59,26.22,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,24.31,,55.8,-110.43,470.09,-8.14,,,-,79.1,-167.69,-349.29,-212.0,-441.58,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,,,,11.28,-18.83,9,2,7,7,394.68,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-18,4.25,0,0,0,0,0,0,3,3,6,D,36
058610.KQ,058610,에스피지,22044,우량기업부,,KOSDAQ,주권,KRX,99100.0,94055.0,88788.33333333333,100665.83333333333,103157.75,-3.9335386822609064,158100.0,-37.318153067678686,54.434250764514346,3.77,23.57,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,-30.29,103.2,4.14,130.0,7.62,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3416.7,179.39,91.33,5.25,2.67,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,129667.0,,,30.84,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,3,1,1,1,,,,-8.86,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-18,4.25,0,0,0,0,0,0,5,5,10,D,37
263750.KQ,263750,펄어비스,21901,우량기업부,,KOSDAQ,주권,KRX,34500.0,33480.0,34104.166666666664,42397.083333333336,43982.75,-21.56015710704765,72000.0,-52.083333333333336,60.90225563903363,7.14,-4.96,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,296.2,96.6,4.69,6.0,2.02,-1.05,43.8,6.78,,,237 -> 939,3655.65,-148.08,-84.15,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,3.17,,,52800.0,,,53.04,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,0.02,,,,,3,1,2,2,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-09-18,4.25,15,3,0,20,0,10,3,3,54,C,38
178320.KQ,178320,서진시스템,21570,중견기업부,,KOSDAQ,주권,KRX,34050.0,36292.5,39065.0,50082.5,43500.75,-21.725487491594972,80800.0,-57.85891089108911,36.72922252007967,-6.07,-38.65,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,15.93,13.77,-572.0,2.14,-12.63,212.62,-12.15,-98.99,,-,10663.31,11.46,-1024.21,0.11,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,63500.0,,,86.49,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,,,,,,1,0,0,0,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-09-18,4.25,0,3,0,0,0,0,5,3,11,D,39
214370.KQ,214370,케어젠,21432,벤처기업부,,KOSDAQ,주권,KRX,40100.0,46312.5,56665.833333333336,73545.41666666667,82543.75,-51.419701673355036,150100.0,-73.28447701532312,14.285714285701857,-22.74,-44.23,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,-37.87,92.25,4.59,104.46,9.95,9.23,8.85,-11.86,-40.35,-29.05,743 -> 602 -> 374,728.08,204.0,200.99,28.02,27.61,185.89,136.68,88.59,187.99,-99.4,1.09,106.3,437.0,213.57,OpenDART,-45.5,4.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,23.18,-9.41,6,1,5,5,-57.08,,,-29.05,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-18,4.25,0,0,6,0,0,0,1,1,8,D,40
005290.KQ,005290,동진쎄미켐,20999,우량기업부,,KOSDAQ,주권,KRX,41200.0,41375.0,43363.333333333336,49506.25,47610.5,-13.464466871803488,66000.0,-37.57575757575757,44.615384615336566,0.24,-28.22,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,-35.98,13.86,12.7,10.46,1.77,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.45,1724.49,940.92,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.58,33.71,650.0,334.0,OpenDART,71.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,,,-11.78,기초 화학물질 제조업,기초 화학물질 제조업,2026-09-18,4.25,12,6,6,0,0,0,5,5,34,D,41
347850.KQ,347850,디앤디파마텍,20764,기술성장기업부,,KOSDAQ,주권,KRX,45000.0,50405.0,61855.833333333336,70898.75,78004.25,-42.310835627545934,111200.0,-59.53237410071942,18.28358208953314,-15.57,-51.09,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,8.91,,31.43,-31.49,23.5,-62.28,,,-,42.98,-339.93,-239.8,-790.9,-557.93,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,,,,11.28,-18.83,9,2,7,7,178.63,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-18,4.25,0,0,0,0,0,0,1,3,4,D,42
214150.KQ,214150,클래시스,20418,우량기업부,,KOSDAQ,주권,KRX,31450.0,32095.0,39879.166666666664,45408.333333333336,50881.25,-38.18941162019408,75600.0,-58.3994708994709,31.538461538393605,-2.18,-30.88,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,32.76,30.47,68.47,14.0,3.79,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.2,1706.01,1319.7,50.65,39.18,1639.36,1446.82,375.21,1529.75,-1154.54,3.18,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,61313.0,,,94.95,,,Naver/FnGuide,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,0.43,2025.0,11011.0,,,2,1,1,1,,,,32.57,의료용 기기 제조업,의료용 기기 제조업,2026-09-18,4.25,8,0,20,20,15,10,3,3,79,A,43
043260.KQ,043260,성호전자,20221,우량기업부,,KOSDAQ,주권,KRX,26400.0,17704.5,19142.666666666668,31241.333333333332,26566.85,-0.6280383259588492,53200.0,-50.37593984962406,79.7724399493605,45.7,-12.15,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,871.74,6.42,2.48,3.12,2.75,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2315.77,75.51,910.43,3.26,39.31,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.0,,,70000.0,,,165.15,,,Naver/FnGuide,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,0.0,,,5.38,12.3,9,5,6,6,-48.88,24.0,-87.0,101.28,전자부품 제조업,전자부품 제조업,2026-09-18,4.25,15,3,20,0,15,10,1,3,67,B,44
030530.KQ,030530,원익홀딩스,20120,중견기업부,,KOSDAQ,주권,KRX,26300.0,21467.0,19493.0,24123.166666666668,28710.9,-8.397159267037958,48700.0,-45.9958932238193,73.15270935954285,36.62,21.2,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,137.36,5.09,24.83,1.32,2.78,51.37,-3.49,-101.31,,-,6229.92,-4.18,504.27,-0.07,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,,,,,,2,1,1,1,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-09-18,4.25,4,6,0,0,0,0,1,3,14,D,45
083650.KQ,083650,비에이치아이,19897,우량기업부,,KOSDAQ,주권,KRX,64100.0,63685.0,54208.333333333336,68762.5,69767.5,-8.12340989715842,109500.0,-41.46118721461187,52.41635687729614,13.45,12.85,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,232.86,26.53,10.55,35.67,9.2,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.17,754.97,651.96,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,71.61,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,0.15,,,,,2,1,1,1,,,,180.92,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-09-18,4.25,0,0,20,20,15,10,5,5,75,A,46
237690.KQ,237690,에스티팜,19352,우량기업부,,KOSDAQ,주권,KRX,92700.0,98290.0,107740.0,122715.0,128778.0,-28.01565484787774,168700.0,-45.05038529934796,27.915194346275953,-7.02,-23.39,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,52.02,53.05,12.52,28.0,3.04,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3316.81,549.33,545.62,16.56,16.45,139.89,-332.97,305.46,1895.63,-1590.17,0.54,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,184385.0,,,98.91,,,Naver/FnGuide,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,0.54,2025.0,11011.0,3.99,7.59,7,5,6,6,-23.81,14.62,91.52,61.23,의약품 제조업,의약품 제조업,2026-09-18,4.25,0,0,12,20,15,10,3,3,63,B,47
098460.KQ,098460,고영,18858,우량기업부,,KOSDAQ,주권,KRX,27750.0,28010.0,28328.333333333332,31156.25,30122.45,-7.876019380893655,43500.0,-36.206896551724135,46.60194174750947,-1.94,-10.63,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,-29.74,61.63,26.83,32.0,5.13,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.47,173.42,147.56,7.45,6.34,180.9,46.06,383.51,751.7,-368.19,0.5,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,43786.0,,,57.79,,,Naver/FnGuide,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,5.79,8.98,20,17,18,18,-11.4,30.0,6.67,-17.9,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-18,4.25,0,0,0,0,0,0,5,5,10,D,48
041510.KQ,041510,에스엠,18476,우량기업부,,KOSDAQ,주권,KRX,81600.0,79105.0,74846.66666666667,80446.66666666667,92324.5,-11.616093236356546,153000.0,-46.666666666666664,63.17829457360913,14.45,15.58,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,1844.22,43.74,32.0,14.0,1.67,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.35,1830.34,3593.64,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,1.99,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,113412.0,,,38.99,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,0.01,2025.0,11011,,,3,2,2,2,,,,103.18,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-09-18,4.25,8,6,20,20,15,10,3,3,85,S,49
060370.KQ,060370,LS마린솔루션,17761,우량기업부,,KOSDAQ,주권,KRX,33650.0,32022.5,29691.666666666668,31618.75,30929.25,8.796689218134937,50100.0,-32.83433133732535,52.99539170500074,8.72,32.48,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,-51.36,69.69,2.53,88.28,2.51,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.05,70.09,83.56,2.87,3.42,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,43000.0,,,27.79,,,Naver/FnGuide,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,1,0,0,0,,,,-28.93,전기 및 통신 공사업,전기 및 통신 공사업,2026-09-18,4.25,0,3,0,0,0,0,5,5,13,D,50
140860.KQ,140860,파크시스템스,17646,우량기업부,,KOSDAQ,주권,KRX,254000.0,259325.0,259375.0,264258.3333333333,257467.5,-1.3467719226698516,339500.0,-25.184094256259204,42.73504273503251,-2.12,4.53,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,-19.61,42.01,39.49,39.0,5.19,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.13,421.91,344.76,20.52,16.77,244.79,-298.32,750.6,1248.03,-497.43,0.2,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,358625.0,,,41.19,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,,2025.0,11011,,,2,1,1,1,,,,18.19,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-09-18,4.25,0,0,16,0,12,0,5,5,38,D,51
068760.KQ,068760,셀트리온제약,17361,우량기업부,,KOSDAQ,주권,KRX,39100.0,40697.5,41045.0,46118.333333333336,53417.805,-26.803431926864086,75700.0,-48.34874504623514,21.11111111104543,-5.9,-5.56,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,76.47,119.93,4.96,42.42,4.03,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,560.92,387.52,10.46,7.22,864.3,685.07,498.72,3234.77,-2736.05,0.51,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,61000.0,,,56.01,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,OFS,11011.0,OpenDART,0.55,2025.0,11011.0,3.49,7.95,7,5,6,6,15.47,14.62,190.15,34.91,의약품 제조업,의약품 제조업,2026-09-18,4.25,0,0,6,20,15,10,1,3,55,B,52
089030.KQ,089030,테크윙,16803,중견기업부,,KOSDAQ,주권,KRX,45700.0,47390.0,46868.333333333336,50914.166666666664,50088.75,-8.761947543110978,71100.0,-35.72433192686357,40.533980582496724,-5.58,-8.42,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,181.67,17.41,379.27,7.85,4.63,198.75,-14.23,-32.48,,-,1591.28,158.38,89.96,9.95,5.65,-160.89,-486.2,421.68,4215.8,-3794.12,0.28,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,,2025.0,11011,5.54,8.98,20,17,18,18,41.7,30.0,1164.23,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-18,4.25,0,0,0,0,0,0,5,5,10,D,53
131970.KQ,131970,두산테스나,16640,우량기업부,,KOSDAQ,주권,KRX,86300.0,80350.0,83585.0,108307.5,88774.25,-2.7871257712681325,190100.0,-54.60284061020515,56.31469979294434,12.22,-27.84,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,-95.9,238.23,11.87,41.0,3.2,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3038.74,-9.41,15.1,-0.31,0.5,1472.18,1224.2,1095.47,2666.99,-1571.52,0.19,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,151500.0,,,75.55,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,OFS,11011,OpenDART,,2025.0,11011,,,1,0,0,0,,,,-83.42,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-09-18,4.25,0,0,0,0,0,0,3,3,6,D,54
218410.KQ,218410,RFHIC,15971,우량기업부,,KOSDAQ,주권,KRX,61300.0,49100.0,49964.166666666664,69922.91666666667,61002.5,0.48768493094545307,112500.0,-45.51111111111111,75.53191489357953,30.01,-9.99,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,11.66,23.8,21.72,23.0,3.29,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.04,308.89,355.06,16.62,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.65,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,101000.0,,,64.76,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,1.97,2025.0,11011,,,1,0,0,0,,,,28.82,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-09-18,4.25,4,0,6,5,15,5,1,3,39,D,55
437730.KQ,437730,삼현,15885,기술성장기업부,,KOSDAQ,주권,KRX,51000.0,37180.0,35543.333333333336,43211.666666666664,48042.5,6.156007701514285,73200.0,-30.327868852459016,75.19999999997192,53.85,30.1,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,19.27,100.86,1.6,200.88,8.67,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.42,8.05,96.91,0.85,10.2,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,10.42,2025.0,11011.0,,,1,0,0,0,,,,-5.72,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-09-18,4.25,0,0,6,0,0,8,1,5,20,D,56
183300.KQ,183300,코미코,15845,우량기업부,,KOSDAQ,주권,KRX,30850.0,26692.5,26814.366666666665,30008.491666666665,26265.195,17.45581938378908,55782.0,-44.6954214621204,63.92405063285475,11.37,-18.19,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,-10.75,15.48,25.49,42.46,4.65,18.52,178.59,19.13,-1.33,24.64,625 -> 1088 -> 971,6041.1,1109.92,772.37,18.37,12.79,382.21,-1815.01,991.19,6604.31,-5613.12,4.54,28.3,1400.0,141.14,OpenDART,11.87,5.0,True,5.0,OpenDART,,4.0,,,40000.0,,,29.66,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,5.79,8.16,20,17,18,18,-19.69,30.0,41.53,24.64,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-18,4.25,0,0,16,0,12,0,3,5,36,D,57
007390.KQ,007390,네이처셀,15818,중견기업부,,KOSDAQ,주권,KRX,24700.0,24835.0,23885.833333333332,23457.0,22639.8,9.09990370939673,37800.0,-34.65608465608466,37.735849056504094,4.0,-4.63,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,1126.55,7.06,,25.28,-4.45,18.57,-35.91,-700.0,,-,207.35,-36.46,-28.38,-17.58,-13.69,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,,,,9.95,-9.41,6,2,5,5,154.07,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-18,4.25,0,0,0,0,0,0,5,5,10,D,58
096530.KQ,096530,씨젠,15796,우량기업부,,KOSDAQ,주권,KRX,33900.0,32280.0,29930.833333333332,28355.0,26956.25,25.759332251333177,35650.0,-4.908835904628331,51.97368421043057,11.15,25.79,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,7007.69,906.71,18.65,17.96,1.38,4.81,21.66,14.46,,,13 -> 924,4742.32,345.5,484.45,7.29,10.22,1493.34,1088.69,2255.72,2199.82,55.9,2.95,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,45500.0,,,34.22,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,0.0,2025.0,11011,,,3,1,2,2,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-18,4.25,8,6,0,0,0,10,5,0,29,D,59
036540.KQ,036540,SFA반도체,14834,중견기업부,,KOSDAQ,주권,KRX,8990.0,6621.0,5815.166666666667,6738.0,6393.35,40.614857625501486,11010.0,-18.34695731153497,87.81609195374037,61.69,46.18,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,23.78,5.56,,1.95,-3.93,16.21,-8.26,,,-,3673.89,-196.27,-191.31,-5.34,-5.21,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,4.0,,,9500.0,,,5.67,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,,,,4.87,9.64,5,3,4,4,-59.96,11.02,,,반도체 제조업,반도체 제조업,2026-09-18,4.25,0,3,0,0,0,0,1,5,9,D,60
089970.KQ,089970,브이엠,14506,우량기업부,,KOSDAQ,주권,KRX,55100.0,53877.5,72769.16666666667,66802.08333333333,53011.25,3.9402013723502085,119700.0,-53.96825396825397,47.31800766280987,-5.16,-40.94,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,29.68,14.61,18.0,5.54,17.34,40.37,105.41,,,-,1444.12,246.73,261.32,17.09,18.1,183.11,93.34,1305.19,715.3,589.89,,,,,,,0.0,False,1.0,OpenDART,,4.0,,,121667.0,,,120.81,,,Naver/FnGuide,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,,,,5.78,8.16,20,17,18,18,-4.15,32.0,-43.75,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-18,4.25,8,0,16,0,0,0,5,3,32,D,61
420770.KQ,420770,기가비스,14336,우량기업부,,KOSDAQ,주권,KRX,112100.0,102655.0,124691.66666666667,118737.5,91543.75,22.455110261486993,192200.0,-41.67533818938606,49.43396226413789,6.46,-28.05,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,353.16,47.97,6.07,46.0,6.1,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.35,121.01,154.52,23.08,29.47,256.54,210.21,397.82,282.74,115.08,0.71,65.63,800.0,101.41,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,191250.0,,,70.61,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,0.13,2025.0,11011,5.54,8.98,20,17,18,18,10.11,30.0,53.33,-33.36,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-18,4.25,0,0,6,20,0,10,5,5,46,C,62
