yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,cagr,peer_per_avg,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
064760.KQ,064760,티씨케이,25209,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,227500.0,194870.0,232131.66666666666,247820.0,216553.0,5.055113528789719,348500.0,-34.720229555236735,71.99413489735332,13.98,-25.04,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-2.77,18.81,68.2,24.0,4.85,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.63,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,334286.0,,,46.94,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,6.91,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-08-21,4.7,4,0,12,0,4,0,1,5,26,D,30
131290.KQ,131290,티에스이,24556,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,226500.0,215310.0,230921.66666666666,186629.16666666666,137809.0,64.35791566588539,284500.0,-20.38664323374341,63.678516228741174,-5.43,-0.44,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-10.0,1517.12,9.62,21.0,6.49,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.0,492.0,400.0,11.47,9.33,485.7,-22.4,758.17,1434.62,-676.45,0.2,12.4,450.0,49.78,OpenDART,-3.45,2.0,True,4.0,OpenDART,,4.0,,,320000.0,,,41.28,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,1672.52,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-08-21,4.7,4,0,12,0,15,0,3,5,39,D,31
347850.KQ,347850,디앤디파마텍,24431,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,53300.0,57192.5,76532.5,76059.58333333333,80933.79,-34.1436994362923,111200.0,-52.068345323741006,52.68022181144663,-16.72,-29.87,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,,,5.71,,31.32,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,,,11,2,10,10,,24.78,-26.98,26.39,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-21,4.7,0,0,0,0,0,0,5,3,8,D,32
067310.KQ,067310,하나마이크론,23271,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,35000.0,32937.5,39985.0,38471.666666666664,34334.25,1.9390258997939374,56800.0,-38.38028169014084,64.56043956038991,-3.18,-31.91,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,,44.79,19.94,11.0,5.16,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.2,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,64333.0,,,83.81,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,,5.31,2.73,-2.82,,,,반도체 제조업,반도체 제조업,2026-08-21,4.7,12,0,6,0,0,0,3,5,26,D,33
031980.KQ,031980,피에스케이홀딩스,23179,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,109000.0,102720.0,120076.66666666667,116002.5,91699.75,18.86619102015,166500.0,-34.53453453453454,58.67620751340212,-9.92,-17.36,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-4.32,11.02,5.84,17.0,4.74,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.99,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,195000.0,,,78.9,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,,6.9,6.8,-31.3,46.54,29.0,-41.38,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-21,4.7,8,0,16,0,15,0,3,5,47,C,34
178320.KQ,178320,서진시스템,23073,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,36250.0,35830.0,50612.5,51583.333333333336,42374.75,-14.45377258862884,80800.0,-55.136138613861384,59.10364145653627,-14.71,-53.88,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,,15.93,15.16,,2.75,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,67500.0,,,86.21,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-08-21,4.7,0,3,0,0,0,0,3,3,9,D,35
058610.KQ,058610,에스피지,21179,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,95600.0,98855.0,90838.33333333333,106017.5,97258.75,-1.7055020756487207,158100.0,-39.53194180898166,50.65312046443092,14.22,-25.14,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-30.29,103.2,3.81,242.15,8.59,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,130000.0,,,35.98,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,,,,-8.86,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-21,4.7,0,0,0,0,0,0,5,5,10,D,36
214150.KQ,214150,클래시스,20973,우량기업부,미용의료기기,KOSDAQ,주권,KRX,32250.0,41180.0,44115.833333333336,49039.583333333336,52870.75,-39.00218930126771,75600.0,-57.341269841269835,28.365384615365528,-27.12,-36.01,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,32.76,30.47,69.88,15.0,4.33,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,3.1,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,62067.0,,,92.46,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,4,2,3,3,0.46,5.3,10.37,-18.3,32.57,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-21,4.7,8,0,20,20,15,10,3,3,79,A,37
005290.KQ,005290,동진쎄미켐,20948,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,41350.0,40590.0,48724.166666666664,51002.916666666664,47160.25,-12.320227310075753,66000.0,-37.348484848484844,56.65529010233494,-8.92,-37.35,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-35.98,13.86,12.59,16.28,1.86,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.57,33.71,650.0,334.0,OpenDART,71.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,,,,-11.78,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-21,4.7,8,3,6,0,0,0,3,5,25,D,38
237690.KQ,237690,에스티팜,20814,우량기업부,원료의약품,KOSDAQ,주권,KRX,100100.0,101170.0,116323.33333333333,131886.66666666666,128934.5,-22.363680783653717,168700.0,-40.66390041493776,60.2564102563948,-15.1,-27.78,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,52.02,53.05,12.45,30.0,3.42,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.5,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,184786.0,,,84.6,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.58,5.42,7.59,-36.9,61.23,25.21,19.0,의약품 제조업,의약품 제조업,2026-08-21,4.7,0,0,12,20,15,10,3,5,65,B,39
226950.KQ,226950,올릭스,20662,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,99100.0,111305.0,128868.33333333333,151963.33333333334,144434.0,-31.38734646966781,207000.0,-52.1256038647343,51.69578622815288,-12.92,-40.16,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,,,7.53,,16.4,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,11,2,10,10,,31.93,-33.31,-48.64,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-21,4.7,0,0,0,0,0,0,5,3,8,D,40
032820.KQ,032820,우리기술,20544,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,11890.0,10736.5,12089.166666666666,16615.75,12400.2,-4.114449766939249,29300.0,-59.41979522184301,70.37037037023003,9.28,-29.69,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,-84.85,398.75,7.57,60.35,12.63,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-21,4.7,0,0,0,0,0,0,1,3,4,D,41
263750.KQ,263750,펄어비스,20235,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,32100.0,33375.0,36446.666666666664,46142.5,44306.5,-27.550133727556904,72000.0,-55.41666666666667,46.32352941171702,-6.28,-28.9,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,296.2,96.6,5.18,6.0,2.06,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,3.29,,,52833.0,,,64.59,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,,,3,1,2,2,0.02,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-21,4.7,15,3,0,20,0,10,5,3,56,B,42
098460.KQ,098460,고영,19301,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,28300.0,28885.0,30255.0,31418.333333333332,29164.7,-2.964885632288351,43500.0,-34.94252873563218,53.420195439690694,2.72,-30.64,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,-29.74,61.63,25.69,35.0,5.83,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.49,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,44083.0,,,55.77,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,,6.9,8.16,-15.51,-17.9,25.0,40.0,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-21,4.7,0,0,0,0,0,0,5,5,10,D,43
140410.KQ,140410,메지온,19220,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,62800.0,59970.0,59830.0,76765.83333333333,85381.5,-26.447766787887307,172700.0,-63.63636363636363,54.50236966822836,18.94,-12.29,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,,,24.69,,123.14,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,,,11,2,10,10,,24.17,-25.16,409.47,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-21,4.7,0,0,0,0,0,0,5,1,6,D,44
010170.KQ,010170,대한광통신,18844,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,12120.0,11162.5,13831.0,13886.916666666666,9408.78,28.815850726661687,29100.0,-58.35051546391753,68.29765545352129,11.81,-56.4,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,,,2.26,,16.25,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,,,1,0,0,0,,,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-08-21,4.7,0,0,0,0,0,0,1,3,4,D,45
068760.KQ,068760,셀트리온제약,18449,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,41750.0,42095.0,42127.5,49702.916666666664,55511.165,-24.789904877694426,75700.0,-44.84808454425363,54.67128027676364,6.91,-16.83,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,76.47,119.93,4.97,47.56,4.38,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.48,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-20,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.62,4.94,7.95,-11.34,34.91,25.21,88.66,의약품 제조업,의약품 제조업,2026-08-21,4.7,0,0,6,20,15,10,5,5,61,B,46
140860.KQ,140860,파크시스템스,18171,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,260500.0,260450.0,261816.66666666666,265904.1666666667,255352.5,2.015840847455968,339500.0,-23.269513991163475,52.01793721972441,0.0,-9.08,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-19.61,42.01,39.21,41.0,8.24,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.19,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,358625.0,,,37.67,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,18.19,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-08-21,4.7,0,0,16,0,12,0,5,5,38,D,47
089030.KQ,089030,테크윙,17933,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,48400.0,45415.0,49890.0,52818.333333333336,51084.75,-5.255482311257274,71100.0,-31.926863572433195,65.47884187078321,-4.72,-15.83,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,,181.67,16.58,397.15,8.55,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.27,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,,6.65,8.16,28.57,,25.0,1488.6,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-21,4.7,0,0,0,0,0,0,1,5,6,D,48
950160.KQ,950160,코오롱티슈진,17631,외국기업(소속부없음),골관절염 치료제,KOSDAQ,주식예탁증권,KRX,20750.0,18889.5,66283.16666666667,86014.91666666667,81734.2,-74.61283036966165,138800.0,-85.05043227665706,65.17822169992509,-1.43,-80.98,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,,,5.09,,14.39,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,1249.4,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-08-12,2025.0,OFS,11011.0,OpenDART,,,7,2,6,6,,17.84,-6.93,-19.34,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-21,4.7,0,0,0,0,0,0,1,1,2,D,49
083650.KQ,083650,비에이치아이,17483,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,56600.0,50340.0,55163.333333333336,74496.66666666667,67871.0,-16.60650351401924,109500.0,-48.31050228310502,70.98445595852348,20.17,-30.12,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,232.86,26.53,10.61,30.09,10.13,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,94.35,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,0.13,,,,180.92,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-21,4.7,0,0,20,20,15,10,1,3,69,B,50
041510.KQ,041510,에스엠,16323,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,71500.0,72525.0,74531.66666666667,83949.16666666667,95087.5,-24.806099645063757,153000.0,-53.26797385620915,54.9488054607246,0.0,-17.25,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,1844.22,43.74,32.25,14.0,1.67,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.27,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,113412.0,,,58.62,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.01,,,,103.18,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-08-21,4.7,8,6,20,20,15,10,5,3,87,S,51
060370.KQ,060370,LS마린솔루션,16167,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,31100.0,30052.5,29130.833333333332,31260.416666666668,30451.75,2.1287774922623495,50100.0,-37.924151696606785,65.97222222215808,0.32,-15.14,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-51.36,69.69,2.36,121.12,2.54,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,44000.0,,,41.48,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,-28.93,,,전기 및 통신 공사업,전기 및 통신 공사업,2026-08-21,4.7,0,3,0,0,0,0,1,5,9,D,52
096530.KQ,096530,씨젠,15928,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,30450.0,29047.5,28845.833333333332,26815.0,26274.0,15.894039735099339,35150.0,-13.371266002844951,66.21621621613271,10.53,-4.55,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,7007.69,906.71,18.97,23.87,1.34,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.28,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,45500.0,,,49.43,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,0.0,,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-21,4.7,4,6,0,0,0,10,1,5,26,D,53
0009K0.KQ,0009K0,에임드바이오,15844,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,24700.0,23816.5,25194.833333333332,37670.75,,,72500.0,-65.93103448275862,67.79661016941108,13.3,-38.33,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,,626.65,2.58,42.32,8.37,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,,,11,1,10,10,,31.93,-33.31,-73.79,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-21,4.7,0,0,6,0,0,0,1,1,8,D,54
007390.KQ,007390,네이처셀,15303,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,23700.0,22850.0,25722.5,22470.166666666668,22705.05,4.3820647829447665,37800.0,-37.301587301587304,62.77372262760893,-1.46,-18.97,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,,1126.55,7.44,,23.08,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,7,2,6,6,,13.49,-16.44,71.09,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-21,4.7,0,0,0,0,0,0,3,5,8,D,55
089970.KQ,089970,브이엠,15295,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,58600.0,65185.0,81023.33333333333,64864.583333333336,50105.25,16.953812225265814,119700.0,-51.044277360066836,40.74999999998574,-28.19,-11.48,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,,29.68,11.47,21.0,8.69,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,0.0,False,1.0,OpenDART,,4.0,,,118750.0,,,102.65,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,21,16,20,20,,6.65,6.8,30.68,,29.0,-27.59,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-21,4.7,4,0,16,0,0,0,5,3,28,D,56
030530.KQ,030530,원익홀딩스,14868,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,19250.0,18647.5,21051.5,25919.083333333332,29359.2,-34.432818332924604,48700.0,-60.47227926078029,64.18870621866343,4.0,-39.18,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,,137.36,5.61,80.4,1.54,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-21,4.7,0,6,0,0,0,0,3,1,10,D,57
131970.KQ,131970,두산테스나,14862,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,77600.0,71865.0,105098.33333333333,107897.5,85395.5,-9.128701161068205,190100.0,-59.17937927406628,62.74900398404625,-6.84,-56.58,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-95.9,238.23,11.39,39.0,3.32,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.21,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.8,,,181000.0,,,133.25,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,-83.42,,,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-08-21,4.7,0,0,0,0,0,0,3,3,6,D,58
323280.KQ,323280,태성,14795,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,47900.0,41622.5,43891.666666666664,55549.166666666664,52882.75,-9.422259621521196,89700.0,-46.599777034559644,70.09345794390231,36.86,-33.1,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,,103.42,3.92,,11.85,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,21,17,20,20,,6.65,8.16,78.2,,25.0,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-21,4.7,0,0,0,0,0,0,1,3,4,D,59
241710.KQ,241710,코스메카코리아,14663,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,135800.0,101795.0,83435.0,81326.66666666667,79222.5,71.41594875193285,137300.0,-1.0924981791697013,92.45283018866046,62.83,82.28,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,6.16,15.61,22.27,18.0,5.19,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,131875.0,,,-2.89,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,2.92,,,,42.68,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-21,4.7,8,0,16,0,15,5,1,0,45,C,60
