yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,peer_per_avg,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
352820.KS,352820,하이브,76730,,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트",KOSPI,주권,KRX,178000.0,177715.0,196255.0,232256.66666666666,273066.5,-34.814413338875326,404500.0,-55.99505562422744,47.24220623499613,2.12,-15.04,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-95.0,455.33,18.7,40.0,2.24,-7.33,54.46,17.48,-73.21,,4504 -> 225,26499.0,493.0,-2544.0,1.86,-9.6,1074.84,463.79,5349.15,19340.18,-13991.03,0.28,-9.05,500.0,214.73,OpenDART,-15.48,3.0,True,3.0,OpenDART,,4.0,,,325250.0,,,82.72,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,1,0,0,0,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-09-01,4.77,0,3,0,0,0,0,5,3,11,D,79
009830.KS,009830,한화솔루션,74439,,"합성수지,유화부문(LDPE,LLDPE)제품 제조,플라스틱가공품(PVC),CA,무기화학제품,부동산업",KOSPI,주권,KRX,33100.0,33395.0,32366.383333333335,36897.308333333334,34460.97,-3.9493084495300077,55179.0,-40.013410899073925,35.159817351553215,33.47,-8.61,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,,,12.72,21.0,0.66,-7.01,196.32,7.58,,,-,133331.0,-3648.0,-6153.0,-2.74,-4.61,-6550.06,-26725.12,24704.61,219589.72,-194885.11,,,,,,,0.0,,2.0,OpenDART,,3.92,,,44835.0,,,35.45,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,,,2,0,1,1,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-09-01,4.77,4,10,0,0,0,0,5,5,24,D,80
039490.KS,039490,키움증권,73963,,"유가증권의 매매, 위탁, 인수, 주선",KOSPI,주권,KRX,282000.0,283525.0,311566.6666666667,368587.5,358330.0,-21.301593503195377,495500.0,-43.087790110998995,38.46153846153156,2.92,-22.53,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,38.22,5.91,29.49,4.0,1.05,18.12,1107.51,51.78,35.51,64.21,15021 -> 29304 -> 40504,171217.0,14882.0,11150.0,8.69,6.51,-63999.34,-68600.17,23004.64,744513.63,-721508.99,4.08,27.05,11500.0,3011.1,OpenDART,56.5,5.0,True,5.0,OpenDART,,4.0,,,450588.0,,,59.78,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,0.1,64.21,2025.0,11011.0,5,4,4,4,1.23,12.06,-14.63,6.5,-38.46,금융 지원 서비스업,금융 지원 서비스업,2026-09-01,4.77,15,8,16,20,15,10,5,5,94,S,81
064400.KS,064400,LG씨엔에스,73439,,"컨설팅, 시스템 구축/운영, 토탈 아웃소싱 및 AI, 클라우드·스마트팩토리 등 IT신기술 기반의 DX사업",KOSPI,주권,KRX,75800.0,74190.0,75616.66666666667,74272.5,70398.5,7.672748709134428,143700.0,-47.25121781489214,50.396825396797404,21.28,-35.49,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,8.8,13.5,5.15,16.0,2.45,17.35,79.68,2.46,7.58,9.24,3811 -> 4180 -> 4548,61295.0,5518.0,4392.0,9.0,7.17,4181.68,3649.95,11409.88,23438.36,-12028.48,2.44,40.9,1850.0,1792.39,OpenDART,15.84,5.0,False,5.0,OpenDART,,4.0,,,99000.0,,,30.61,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,1.82,9.24,2025.0,11011.0,2,1,1,1,,,,,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2026-09-01,4.77,8,3,16,5,8,5,5,3,53,C,82
326030.KS,326030,SK바이오팜,69698,,신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발,KOSPI,주권,KRX,89000.0,86420.0,84368.33333333333,91052.5,103663.5,-14.145287396238793,140700.0,-36.74484719260839,47.25274725272301,13.52,1.02,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,10.9,36.34,12.46,20.0,6.62,39.28,45.03,29.05,111.73,,3074 -> 3409,7067.0,2039.0,2533.0,28.85,35.84,1763.34,1468.23,3077.71,3720.39,-642.68,,,,,,,,,,,,4.0,,,138846.0,,,56.01,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,1.83,,,,1,0,0,0,,,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-01,4.77,4,0,20,5,0,5,5,5,44,C,83
021240.KS,021240,코웨이,69210,,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)",KOSPI,주권,KRX,97800.0,96570.0,93031.66666666667,87748.33333333333,86393.0,13.203616033706433,113200.0,-13.604240282685511,50.42016806719723,6.07,3.82,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,11.66,9.28,54.71,9.0,1.84,18.14,93.71,15.16,10.47,15.76,6386 -> 7664 -> 8558,49636.0,8787.0,6175.0,17.7,12.44,355.44,-2016.74,1821.91,33863.95,-32042.04,,22.2,,1372.89,OpenDART,4.0,0.0,False,2.0,OpenDART,,4.0,,,131667.0,,,34.63,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.77,15.76,2025.0,11011.0,1,0,0,0,,,,,,그외 기타 개인 서비스업,그외 기타 개인 서비스업,2026-09-01,4.77,12,3,16,16,12,5,5,5,74,A,84
047040.KS,047040,대우건설,69114,,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",KOSPI,주권,KRX,16820.0,17374.5,17774.333333333332,20945.083333333332,14515.15,15.87892650093179,37150.0,-54.72409152086137,47.76785714279743,26.47,-22.67,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-54.26,4.44,11.55,12.0,1.71,-23.89,284.46,-23.32,-302.28,,1231 -> 563,80546.0,-8154.0,-9161.0,-10.12,-11.37,4629.05,3518.74,18288.8,98838.97,-80550.17,,,,,,,,,,,,3.82,,,22969.0,,,36.56,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,,,,1,0,0,0,,,,,,건물 건설업,건물 건설업,2026-09-01,4.77,12,6,0,0,0,0,5,3,26,D,85
000880.KS,000880,한화,68420,,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",KOSPI,주권,KRX,128300.0,108715.0,117556.35,135236.33333333334,129641.485,-1.034765221950366,181152.0,-29.175499028440203,82.89786223275152,27.53,-14.7,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-50.24,12.3,20.82,7.0,0.89,3.3,497.35,34.39,71.64,0.68,3886 -> 7916 -> 3939,747854.0,41469.0,19916.0,5.55,2.66,83201.96,21278.89,146845.82,2408940.93,-2262095.11,0.86,26.49,1100.0,986.77,OpenDART,13.62,5.0,False,5.0,OpenDART,,4.0,,,172667.0,,,34.58,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,0.68,2025.0,11011.0,3,2,2,2,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-09-01,4.77,15,8,0,0,0,0,1,5,29,D,86
005387.KS,005387,현대차2우B,66711,,,KOSPI,주권,KRX,190800.0,199630.0,209393.33333333334,233438.33333333334,235230.0,-18.887896951919398,323500.0,-41.020092735703244,41.39999999998841,-3.69,-26.62,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-23.26,5.89,25.1,5.0,0.45,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,1862545.0,114679.0,103648.0,6.16,5.56,,,,,,,,,,,,,,,,,4.0,,,722000.0,,,278.41,,,Naver/FnGuide,,,2026-08-18,,,,,,-9.97,,,2,1,1,1,,,,,,,,2026-09-01,4.77,15,10,6,0,0,0,5,5,41,C,87
032640.KS,032640,LG유플러스,64597,,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",KOSPI,주권,KRX,15220.0,14941.5,14810.666666666666,15368.5,15439.95,-1.4245512453084415,17810.0,-14.542391914654687,42.911877394405835,2.56,-0.65,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,40.79,10.47,84.62,9.0,0.71,6.01,117.06,5.65,3.36,-7.96,1426 -> 858 -> 1208,154517.0,8921.0,5092.0,5.77,3.3,29637.57,9799.29,7943.18,106142.65,-98199.47,,53.73,,2814.72,OpenDART,,0.0,False,1.0,OpenDART,,4.0,,,20139.0,,,32.32,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011,OpenDART,0.22,-7.96,2025.0,11011,3,2,2,2,,,,,,전기 통신업,전기 통신업,2026-09-01,4.77,12,10,6,20,0,10,5,5,68,B,88
128940.KS,128940,한미약품,63030,,의약품,KOSPI,주권,KRX,492000.0,435925.0,409058.3333333333,450545.8333333333,463195.0,6.2187631559062595,626000.0,-21.405750798722046,63.29966329966031,42.4,-0.4,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,39.76,31.55,12.66,25.0,4.45,14.52,50.23,3.48,19.24,7.68,11415 -> 9470 -> 13235,15475.0,2578.0,1871.0,16.66,12.09,1730.72,965.25,1082.74,7147.44,-6064.7,0.41,14.6,2000.0,253.78,OpenDART,58.74,5.0,False,5.0,OpenDART,,3.94,,,660556.0,,,34.26,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,0.63,7.68,2025.0,11011.0,2,1,1,1,,,,,,의약품 제조업,의약품 제조업,2026-09-01,4.77,4,0,12,20,4,10,3,5,58,B,89
267270.KS,267270,HD건설기계,62106,,"굴삭기, 지게차, 휠로더 등",KOSPI,주권,KRX,129600.0,134665.0,131270.0,144114.16666666666,130772.0,-0.8962163154192029,198100.0,-34.578495709237764,40.402476780177004,2.45,-12.25,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,6.37,11.96,16.53,10.0,1.24,5.74,86.64,9.84,-10.24,-10.94,7077 -> 5277 -> 5613,37765.0,1709.0,870.0,4.53,2.3,1660.36,115.1,3378.73,16723.99,-13345.26,,26.5,,263.39,OpenDART,-35.45,0.0,True,3.0,OpenDART,,4.0,,,204667.0,,,57.92,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,1.57,-10.94,2025.0,11011.0,3,2,2,2,,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-01,4.77,12,6,6,5,0,5,5,5,44,C,90
377300.KS,377300,카카오페이,62090,,"간편결제, 간편송금 및 기타 금융서비스",KOSPI,주권,KRX,45900.0,44370.0,42490.833333333336,48032.5,50687.0,-9.444236194685027,93800.0,-51.06609808102346,52.70270270266282,6.87,1.44,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,1663.16,1385.54,28.23,46.0,3.15,2.4,173.7,25.08,,,19 -> 335,9584.0,504.0,557.0,5.26,5.81,1186.19,974.69,16314.91,33886.74,-17571.83,,,,,,,,,,,,3.5,,,65250.0,,,42.16,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011,OpenDART,0.03,,,,5,4,4,4,1.04,12.72,202.88,5.5,736.36,금융 지원 서비스업,금융 지원 서비스업,2026-09-01,4.77,0,0,0,20,0,10,5,3,38,D,91
000500.KS,000500,가온전선,62086,,"전력선,통신케이블 제조,도매,수출입",KOSPI,주권,KRX,208500.0,169180.0,186896.63333333333,156044.59166666667,112590.435,85.18446971094836,313406.0,-33.47287543952573,74.97565725412805,53.76,22.42,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-0.83,16.69,1.91,97.96,11.88,10.96,184.82,47.4,76.0,8.39,1521 -> 1802 -> 1787,25457.0,792.0,514.0,3.11,2.02,417.4,171.01,1974.49,8941.39,-6966.9,0.05,3.2,100.0,16.54,OpenDART,,1.0,True,3.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-28,2025.0,CFS,11011.0,OpenDART,,8.39,2025.0,11011.0,2,1,1,1,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-09-01,4.77,0,0,12,0,8,0,1,5,26,D,92
000100.KS,000100,유한양행,60880,,"의약품(삐콤씨, 안티푸라민, 렉라자, 로수바미브, 코푸시럽 등), 생활용품(유한락스, 해피홈, 유한젠), 동물약품",KOSPI,주권,KRX,82700.0,81920.0,75436.66666666667,83671.66666666667,95178.0,-13.1101725188594,163700.0,-49.480757483200975,44.83985765122321,12.36,6.71,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,175.23,75.25,21.89,40.0,2.62,8.81,36.35,5.75,90.16,19.5,1673 -> 868 -> 2389,21866.0,1044.0,1853.0,4.77,8.47,1062.27,-282.5,3485.65,8586.41,-5100.76,0.73,23.1,600.0,448.7,OpenDART,14.47,5.0,False,5.0,OpenDART,,4.0,,,122333.0,,,47.92,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,0.23,19.5,2025.0,11011.0,2,1,1,1,,,,,,의약품 제조업,의약품 제조업,2026-09-01,4.77,0,3,6,20,12,10,5,3,59,B,93
062040.KS,062040,산일전기,59937,,"유입, 몰드, 주상, 건식 변압기 등",KOSPI,주권,KRX,195600.0,178640.0,192271.66666666666,200404.16666666666,178011.0,9.880850059827763,333500.0,-41.34932533733134,56.78704856786058,34.34,-11.49,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,52.18,23.98,17.7,26.0,9.21,29.21,16.48,50.27,63.55,-25.48,8807 -> 3214 -> 4891,5019.0,1786.0,1489.0,35.58,29.67,1154.54,989.94,1086.06,964.88,121.18,0.64,25.14,1250.0,379.81,OpenDART,,1.0,,1.0,OpenDART,,4.0,,,278889.0,,,42.58,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.5,-25.48,2025.0,11011.0,4,3,3,3,11.49,24.41,-19.84,35.0,-25.71,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-01,4.77,0,0,20,20,0,10,3,5,58,B,94
241560.KS,241560,두산밥캣,59526,,"Compact Equipment, Heavy Equipment, Portable Power",KOSPI,주권,KRX,62100.0,62675.0,62891.666666666664,64822.5,62811.5,-1.1327543523080965,76700.0,-19.035202086049544,45.2513966480093,2.81,-5.62,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-25.84,8.93,39.23,11.0,0.81,5.71,70.77,2.81,-21.26,-32.66,9192 -> 5620 -> 4168,87919.0,6861.0,4023.0,7.8,4.58,,,,,,2.74,40.4,1700.0,1627.3,OpenDART,7.99,5.0,False,5.0,OpenDART,,4.0,,,92583.0,,,49.09,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-08-18,,,,,,-32.66,2025.0,11011.0,3,2,2,2,,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-01,4.77,12,8,6,0,0,0,5,5,36,D,95
001440.KS,001440,대한전선,56151,,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",KOSPI,주권,KRX,28650.0,28340.0,30702.5,36486.666666666664,32470.5,-11.766064581697233,72300.0,-60.37344398340249,51.7073170731001,19.62,-28.29,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,10.51,31.98,11.97,61.0,3.37,5.48,114.0,10.47,11.63,-5.86,510 -> 409 -> 452,36360.0,1286.0,899.0,3.54,2.47,-1712.8,-3319.76,4388.57,18609.39,-14220.82,,,,,,,,,,,,4.0,,,42643.0,,,48.84,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,5.8,-5.86,,,2,1,1,1,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-09-01,4.77,0,0,6,0,0,5,5,1,17,D,96
353200.KS,353200,대덕전자,55099,,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",KOSPI,주권,KRX,111500.0,108700.0,123463.33333333333,115775.83333333333,90175.5,23.647775726222754,190900.0,-41.59245678365636,56.31970260221583,15.31,-26.84,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,100.43,46.49,14.43,23.0,5.52,5.37,31.28,19.41,334.51,36.9,493 -> 461 -> 924,10653.0,491.0,476.0,4.61,4.47,715.52,44.13,338.68,2807.01,-2468.33,0.45,54.1,500.0,257.67,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.08,,,198333.0,,,77.88,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,0.23,36.9,2025.0,11011.0,6,5,5,5,8.26,6.6,-33.17,53.0,-56.6,전자부품 제조업,전자부품 제조업,2026-09-01,4.77,4,0,6,20,15,10,3,5,63,B,97
175330.KS,175330,JB금융지주,54557,,금융지주 회사,KOSPI,주권,KRX,29250.0,27997.5,26771.666666666668,27490.833333333332,27028.0,8.22110404025455,37500.0,-22.0,52.659574468006674,7.93,13.59,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,6.31,5.16,34.46,7.0,0.86,12.36,1084.16,0.14,5.1,11.34,2975 -> 3469 -> 3688,46305.0,9523.0,7300.0,20.57,15.77,-11374.8,-12524.08,23030.84,669486.72,-646455.88,3.9,30.0,1140.0,2132.51,OpenDART,10.94,5.0,False,5.0,OpenDART,,3.93,,,37533.0,,,28.32,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,1.11,11.34,2025.0,11011.0,17,16,16,15,1.01,8.91,-14.85,8.5,-17.65,기타 금융업,기타 금융업,2026-09-01,4.77,15,8,12,10,8,5,5,5,68,B,98
066970.KS,066970,엘앤에프,53378,,이차전지 양극활물질,KOSPI,주권,KRX,131200.0,108405.0,105271.66666666667,133730.0,127568.5,2.846705887425187,213000.0,-38.4037558685446,69.81818181816998,80.47,-6.22,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,,,18.58,-74.0,6.6,-76.95,363.06,12.97,,,-,21549.0,-1568.0,-5347.0,-7.28,-24.81,-292.05,-1685.98,3828.83,24572.8,-20743.97,,,,,,,0.0,,1.0,OpenDART,,3.92,,,159000.0,,,21.19,,,Naver/FnGuide,,KRW,2026-08-28,2025.0,CFS,11011.0,OpenDART,,,,,4,2,3,3,3.66,-3.15,80.33,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-09-01,4.77,0,0,0,0,0,0,1,5,6,D,99
029780.KS,029780,삼성카드,53353,,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매",KOSPI,주권,KRX,46050.0,46925.0,47709.166666666664,50330.833333333336,52596.5,-12.446645689351952,67400.0,-31.676557863501483,42.59259259251897,-1.92,0.11,daily_close,NXT 미확인,2026-09-02 00:39 KST,,,-2.81,7.69,5.4,9.0,0.58,7.45,263.01,-0.01,-3.58,2.95,5260 -> 5736 -> 5575,43829.0,8537.0,6459.0,19.48,14.74,-15750.26,-16350.07,8143.69,233114.98,-224971.29,6.08,46.3,2800.0,2987.9,OpenDART,3.85,5.0,False,5.0,OpenDART,,4.0,,,66500.0,,,44.41,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,2.95,2025.0,11011.0,17,16,16,15,1.01,9.17,-42.57,8.0,12.5,기타 금융업,기타 금융업,2026-09-01,4.77,12,10,6,0,0,0,5,5,38,D,100
