yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
SPGI,SPGI,S&P Global Inc.,121.63,404.2349853515625,466.83752365112304,-13.409919967432751,564.1500244140625,-28.346190222820777,45.92789883947439,daily_close,일봉 종가,2026-06-25 00:08 KST,32.5,39.8,91.01,25.336496,3.803578,13.94,38.392,10.4,12.76,33.46,8.23 -> 12.35 -> 14.66,15336000000.0,6177000000.0,4471000000.0,40.28,29.15,5651000000.0,5456000000.0,1745000000.0,13582000000.0,-11837000000.0,0.78,33.46,2026-06-23,4.25,0,0,12,16,15,10,5,5,63,B,56
SYK,SYK,Stryker Corporation,118.0,315.8599853515625,349.45530044555665,-9.613622987306247,403.5299987792969,-21.725773472341974,63.12280226410951,daily_close,일봉 종가,2026-06-25 00:08 KST,14.2,40.28,82.36,36.44162,5.2588377,15.2,66.295,2.6,8.42,0.9,8.25 -> 7.76 -> 8.4,25116000000.0,5059000000.0,3246000000.0,20.14,12.92,5044000000.0,4283000000.0,4011000000.0,15859000000.0,-11848000000.0,2.57,0.9,2026-06-23,4.25,0,0,16,0,0,5,3,5,29,D,57
LMT,LMT,Lockheed Martin Corporation,117.81,495.5,539.0467517089844,-8.078474004513438,676.7000122070312,-26.777007379688722,44.0432326813668,daily_close,일봉 종가,2026-06-25 00:08 KST,-11.5,19.77,76.0,24.3908,15.468505,67.64,276.365,0.3,10.24,-11.68,27.55 -> 22.31 -> 21.49,75048000000.0,7731000000.0,5017000000.0,10.3,6.69,8557000000.0,6908000000.0,4121000000.0,21700000000.0,-17579000000.0,,-11.68,2026-06-23,4.25,4,0,20,0,0,0,5,5,34,D,58
MDT,MDT,Medtronic plc.,101.56,80.79000091552734,91.7277498626709,-11.92414396245289,105.3499984741211,-23.312764987487718,59.13771233848644,daily_close,일봉 종가,2026-06-25 00:08 KST,18.3,25.93,89.72,21.25201,2.0516071,9.84,58.212,9.9,4.4,13.14,2.82 -> 2.76 -> 3.61,36364000000.0,6828000000.0,4801000000.0,18.78,13.2,7330000000.0,5426000000.0,1949000000.0,27961000000.0,-26012000000.0,1.16,13.14,2026-06-23,4.25,4,3,6,10,8,8,3,5,47,C,59
NOW,NOW,"ServiceNow, Inc.",98.02,95.80000305175781,135.469229927063,-29.282831899659577,234.0780029296875,-59.07347044457899,21.19396020207725,daily_close,일봉 종가,2026-06-25 00:08 KST,2.3,142.76,88.46,56.88095,8.403095,16.07,20.728,22.1,33.72,-0.42,1.68 -> 1.37 -> 1.67,13278000000.0,1824000000.0,1748000000.0,13.74,13.16,5444000000.0,4533000000.0,3726000000.0,2403000000.0,1323000000.0,24.73,-0.42,2026-06-23,4.25,0,0,16,0,0,2,1,3,22,D,60
CMCSA,CMCSA,Comcast Corporation,80.13,22.705,27.77626265525818,-18.25754140576636,42.3055305480957,-46.33089407970557,40.71427487406088,regularMarketPrice,정규장/실시간,2026-06-25 00:08 KST,-32.6,11.82,93.64,4.445098,0.9185947,20.92,106.858,5.3,-11.28,20.53,3.71 -> 4.14 -> 5.39,123707000000.0,20670000000.0,19998000000.0,16.71,16.17,33643000000.0,19235000000.0,9481000000.0,98937000000.0,-89456000000.0,,20.53,2026-06-23,4.25,15,8,20,0,12,0,5,3,63,B,61
ACN,ACN,Accenture plc,78.32,128.3350067138672,224.19787483215333,-42.758152007486366,398.25,-67.77526510637358,12.120993785791853,daily_close,일봉 종가,2026-06-25 00:08 KST,9.0,26.05,85.55,10.213259,2.4533298,24.41,25.035,5.6,8.04,6.21,10.77 -> 11.44 -> 12.15,69672977000.0,10840988000.0,7678433000.0,15.56,11.02,11474399000.0,10874360000.0,11478729000.0,8182866000.0,3295863000.0,1.13,6.21,2026-06-23,4.25,12,3,20,10,4,5,1,1,56,B,62
ADBE,ADBE,어도비,77.58,200.30499267578125,293.0531750488281,-31.648925952634123,586.5499877929688,-65.85031167940596,14.008131205897698,daily_close,일봉 종가,2026-06-25 00:08 KST,7.9,36.73,88.15,11.401546,6.900093,62.95,61.443,12.7,12.47,18.86,11.82 -> 12.36 -> 16.7,23769000000.0,8706000000.0,7130000000.0,36.63,30.0,10031000000.0,9852000000.0,5431000000.0,6648000000.0,-1217000000.0,1.44,18.86,2026-06-23,4.25,12,0,20,10,12,5,1,1,61,B,63
INTU,INTU,Intuit Inc.,73.03,266.6300048828125,517.186400756836,-48.44605262384438,807.3900146484375,-66.9763063642902,25.13594226499626,daily_close,일봉 종가,2026-06-25 00:08 KST,10.7,59.47,92.57,16.220257,3.5345347,22.5,33.448,10.4,28.16,27.42,8.42 -> 10.43 -> 13.67,18831000000.0,4938000000.0,3869000000.0,26.22,20.55,6207000000.0,6083000000.0,2884000000.0,6639000000.0,-3755000000.0,1.52,27.42,2026-06-23,4.25,8,0,20,5,15,5,3,1,57,B,64
NKE,NKE,"Nike, Inc.",66.94,41.82500076293945,58.27542486190796,-28.228750177197615,97.16999816894531,-56.95687809912262,41.64914181326742,daily_close,일봉 종가,2026-06-25 00:08 KST,-34.8,27.79,82.52,28.414473,4.536764,16.02,79.333,0.1,-41.34,-18.22,3.23 -> 3.73 -> 2.16,46309000000.0,3702000000.0,3219000000.0,7.99,6.95,3698000000.0,3268000000.0,7464000000.0,11018000000.0,-3554000000.0,,-18.22,2026-06-23,4.25,0,0,16,0,0,0,5,3,24,D,65
EL,EL,"Estee Lauder Companies, Inc. (T",30.68,83.83999633789062,93.07559989929199,-9.922690341393777,119.61000061035156,-29.905529713177888,54.1998938473385,daily_close,일봉 종가,2026-06-25 00:09 KST,-45.5,65.66,97.15,,7.5930963,-5.95,232.908,4.6,-27.0,-59.39,6.55 -> 2.79 -> 1.08,14326000000.0,1141000000.0,-1133000000.0,7.96,-7.91,1272000000.0,670000000.0,2921000000.0,9467000000.0,-6546000000.0,,-59.39,2026-06-23,4.25,0,0,0,0,0,0,5,5,10,D,66
ABV,ABV,ABV,0.0,,,,,,,,,,,,0.0,,,,,,,,-,,,,,,,,,,,,,2026-06-23,4.25,0,0,0,0,0,0,1,0,1,D,67
ABBV,ABBV,ABBV,0.0,233.355,220.8709994506836,5.652168270331858,244.3800048828125,-4.511418554107702,65.34317888637176,regularMarketPrice,정규장/실시간,2026-06-25 00:09 KST,-46.2,60.33,76.85,106.12255,-57.47014,,,12.4,68.92,-6.85,2.72 -> 2.39 -> 2.36,61160000000.0,20091000000.0,4226000000.0,32.85,6.91,19030000000.0,17816000000.0,5229000000.0,67496000000.0,-62267000000.0,,-6.85,2026-06-23,4.25,0,0,0,0,0,0,1,0,1,D,68
BKNG,BKNG,BKNG,0.0,183.35000610351562,189.97908210754395,-3.4893715300065047,232.6367950439453,-21.1861536912591,67.90743020177345,daily_close,일봉 종가,2026-06-25 00:09 KST,240.0,28.87,97.24,24.071146,-16.334375,,,16.2,22.86,18.76,4.7 -> 6.91 -> 6.62,26917000000.0,9282000000.0,5404000000.0,34.48,20.08,9409000000.0,9087000000.0,17203000000.0,19293000000.0,-2090000000.0,0.1,18.76,2026-06-23,4.25,4,0,0,20,12,10,1,5,52,C,69
ISRG,ISRG,ISRG,0.0,404.7099914550781,489.9309509277344,-17.394483714752386,610.4500122070312,-33.70300870469593,48.27122938073911,daily_close,일봉 종가,2026-06-25 00:09 KST,18.8,72.94,89.29,49.536495,8.25826,17.23,,23.0,25.4,25.08,5.03 -> 6.42 -> 7.87,10064700000.0,2945500000.0,2856000000.0,29.27,28.38,3030500000.0,2490700000.0,3368000000.0,87000000.0,3281000000.0,2.63,25.08,2026-06-23,4.25,0,0,16,0,15,8,5,5,49,C,70
BLK,BLK,BLK,0.0,984.715,1068.389803161621,-7.831860891409419,1202.5899658203125,-18.117144830132958,48.418909977925665,regularMarketPrice,정규장/실시간,2026-06-25 00:09 KST,45.9,23.39,84.33,25.575064,2.7827172,11.9,23.635,27.0,4.92,-1.66,36.51 -> 42.01 -> 35.31,24216000000.0,7909000000.0,5553000000.0,32.66,22.93,3927000000.0,3552000000.0,11468000000.0,14996000000.0,-3528000000.0,0.56,-1.66,2026-06-23,4.25,0,3,12,20,0,10,5,5,55,B,71
TJX,TJX,TJX,0.0,165.02,152.7406504058838,8.039346147529036,168.41000366210938,-2.0129467302375477,69.6506476943578,regularMarketPrice,정규장/실시간,2026-06-25 00:09 KST,29.3,27.36,94.02,32.219845,17.993263,61.25,136.307,9.2,13.9,12.32,3.86 -> 4.26 -> 4.87,60372000000.0,7178000000.0,5494000000.0,11.89,9.1,6874000000.0,4917000000.0,6230000000.0,13489000000.0,-7259000000.0,1.1,12.32,2026-06-23,4.25,0,0,20,10,8,8,1,0,47,C,72
VRTX,VRTX,VRTX,0.0,476.8275146484375,440.74473693847654,8.18677449459771,516.739990234375,-7.723899125328894,76.55758731875545,daily_close,일봉 종가,2026-06-25 00:09 KST,,,,,,,,,,,-,,,,,,,,,,,,,2026-06-23,4.25,0,0,0,0,0,0,1,0,1,D,73
C,C,C,0.0,144.3300018310547,114.04734985351563,26.552701151262713,145.6699981689453,-0.9198849143503953,77.08808253376047,daily_close,일봉 종가,2026-06-25 00:09 KST,56.1,11.47,81.61,17.885044,1.289285,7.65,,15.9,,31.54,4.04 -> 5.94 -> 6.99,85213000000.0,,14306000000.0,,16.79,-67632000000.0,-74152000000.0,349579000000.0,367705000000.0,-18126000000.0,0.32,31.54,2026-06-23,4.25,8,6,6,20,15,10,1,0,66,B,74
SCHW,SCHW,SCHW,0.0,91.77359771728516,94.69331775665283,-3.083343269132151,107.20999908447266,-14.398285140385914,65.65436952792255,daily_close,일봉 종가,2026-06-25 00:09 KST,38.6,23.63,84.48,18.245527,3.7558832,19.08,120.766,15.8,,35.3,2.54 -> 2.99 -> 4.65,23921000000.0,,8852000000.0,,37.01,9311000000.0,8763000000.0,46030000000.0,30951000000.0,15079000000.0,0.47,35.3,2026-06-23,4.25,4,0,16,20,15,10,1,5,71,A,75
DE,DE,DE,0.0,607.489990234375,529.2625,14.780470982617311,662.489990234375,-8.302012228221315,58.950204020982845,daily_close,일봉 종가,2026-06-25 00:09 KST,-8.5,16.67,82.85,34.443314,5.984418,18.35,376.022,-11.1,-26.35,-26.91,34.63 -> 25.62 -> 18.5,44665000000.0,8416000000.0,5027000000.0,18.84,11.25,7459000000.0,3231000000.0,8276000000.0,64250000000.0,-55974000000.0,,-26.91,2026-06-23,4.25,0,0,16,0,0,0,3,0,19,D,76
ADP,ADP,ADP,0.0,220.0500030517578,241.7974006652832,-8.994057650615526,326.80999755859375,-32.66729760545191,38.31917093459781,daily_close,일봉 종가,2026-06-25 00:09 KST,10.5,26.77,90.68,20.000002,13.538579,71.21,69.259,7.0,9.4,10.25,8.21 -> 9.1 -> 9.98,20560900000.0,5411900000.0,4079700000.0,26.32,19.84,4939700000.0,4392700000.0,3347800000.0,9065400000.0,-5717600000.0,1.9,10.25,2026-06-23,4.25,4,0,20,5,8,5,5,5,52,C,77
PLTR,PLTR,PLTR,0.0,115.47000122070312,159.3476000595093,-27.535776392251794,207.17999267578125,-44.265853218074156,19.479344008836662,daily_close,일봉 종가,2026-06-25 00:09 KST,325.0,287.86,62.37,144.34831,36.44539,32.59,2.477,84.7,355.54,164.38,0.09 -> 0.19 -> 0.63,4475446000.0,1414015000.0,1625033000.0,31.59,36.31,2134473000.0,2100591000.0,1423796000.0,229338000.0,1194458000.0,0.44,164.38,2026-06-23,4.25,0,0,20,20,15,10,1,5,71,A,78
MDLZ,MDLZ,MDLZ,0.0,62.22,58.906200084686276,5.625553694771774,75.70999908447266,-17.817988703739555,53.48125117402475,regularMarketPrice,정규장/실시간,2026-06-25 00:09 KST,41.3,23.8,90.09,29.460396,2.9666002,10.16,83.793,8.2,-45.69,-27.74,3.62 -> 3.42 -> 1.89,38537000000.0,3620000000.0,2451000000.0,9.39,6.36,4514000000.0,3235000000.0,2125000000.0,21804000000.0,-19679000000.0,0.71,-27.74,2026-06-23,4.25,0,3,12,16,0,10,5,5,51,C,79
ADI,ADI,ADI,0.0,412.6000061035156,313.1498010253906,31.758029145310378,445.4800109863281,-7.38080364369516,42.79969525885448,daily_close,일봉 종가,2026-06-25 00:09 KST,110.5,41.41,93.53,61.35268,5.951669,9.64,25.81,37.2,45.04,-16.56,6.55 -> 3.28 -> 4.56,11019707000.0,3002476000.0,2267342000.0,27.25,20.58,4812202000.0,4278650000.0,2499406000.0,8664610000.0,-6165204000.0,0.56,-16.56,2026-06-23,4.25,0,0,6,20,0,10,5,0,41,C,80
LRCX,LRCX,LRCX,0.0,369.92999267578125,214.31524909973143,72.61020586716842,409.5400085449219,-9.67183060084247,55.55084932135509,daily_close,일봉 종가,2026-06-25 00:09 KST,40.8,22.65,88.12,70.08728,43.638943,66.76,35.282,23.8,37.81,11.79,3.32 -> 2.9 -> 4.15,18435591000.0,5900968000.0,5358217000.0,32.01,29.06,6173264000.0,5414078000.0,6390659000.0,4484505000.0,1906154000.0,1.72,11.79,2026-06-23,4.25,0,0,20,5,8,10,3,0,46,C,81
CB,CB,CB,0.0,333.6099853515625,309.2838505554199,7.865310378300413,342.760009765625,-2.6695134068642288,71.59419317136226,daily_close,일봉 종가,2026-06-25 00:09 KST,78.7,12.8,84.86,11.820064,1.7586992,15.43,31.458,10.2,,8.53,21.8 -> 22.51 -> 25.68,59783000000.0,,10310000000.0,,17.25,12816000000.0,12816000000.0,2272000000.0,17227000000.0,-14955000000.0,0.15,8.53,2026-06-23,4.25,12,6,16,20,8,10,1,0,73,A,82
MMC,MMC,MMC,0.0,,,,,,,,,,,,0.0,,,,,,,,-,,,,,,,,,,,,,2026-06-23,4.25,0,0,0,0,0,0,1,0,1,D,83
GILD,GILD,GILD,0.0,125.48,129.57402492523192,-3.1596031130423667,155.8000030517578,-19.460848817625052,42.13034822260407,regularMarketPrice,정규장/실시간,2026-06-25 00:09 KST,54.8,72.38,92.2,17.155783,6.660064,43.36,94.635,4.4,10.43,22.75,4.5 -> 0.38 -> 6.78,29442000000.0,11701000000.0,8510000000.0,39.74,28.9,10019000000.0,9456000000.0,7564000000.0,24936000000.0,-17372000000.0,0.31,22.75,2026-06-23,4.25,8,0,20,20,12,10,5,5,80,A,84
PANW,PANW,PANW,0.0,287.30999755859375,197.56879989624022,45.42275789977167,300.4800109863281,-4.382991528955187,55.21527911550485,daily_close,일봉 종가,2026-06-25 00:09 KST,-56.04,116.13,83.26,247.7414,8.444405,4.83,7.698,31.1,81.74,58.11,0.64 -> 3.64 -> 1.6,9221500000.0,1242900000.0,1133900000.0,13.48,12.3,3716000000.0,3469800000.0,2268600000.0,338200000.0,1930400000.0,,58.11,2026-06-23,4.25,0,0,0,0,15,0,3,0,18,D,85
AMT,AMT,AMT,0.0,174.88,182.03050033569335,-3.928188035799872,242.8300018310547,-27.9825397680184,41.6797183638875,regularMarketPrice,정규장/실시간,2026-06-25 00:09 KST,76.9,45.04,96.67,28.551529,23.456144,29.95,444.55,6.8,7.09,30.31,3.18 -> 4.82 -> 5.4,10644600000.0,4929200000.0,2529500000.0,46.31,23.76,5464000000.0,3783600000.0,1474800000.0,44963900000.0,-43489100000.0,0.37,30.31,2026-06-23,4.25,0,0,20,20,15,10,5,5,75,A,86
KLAC,KLAC,KLAC,0.0,239.87,146.86519504547118,63.326647900296216,269.1600036621094,-10.882004481943254,58.3754614029056,regularMarketPrice,정규장/실시간,2026-06-25 00:09 KST,11.8,2.42,93.79,68.05824,53.702087,94.98,105.4,11.5,37.92,-3.81,21.92 -> 24.15 -> 20.28,12156162000.0,5014227000.0,4061643000.0,41.25,33.41,4081903000.0,3741694000.0,2078908000.0,6088282000.0,-4009374000.0,5.77,-3.81,2026-06-23,4.25,0,0,20,0,0,5,3,5,33,D,87
SO,SO,SO,0.0,94.7699966430664,92.55050010681153,2.3981464537667363,99.72000122070312,-4.963903446692934,66.90362370657775,daily_close,일봉 종가,2026-06-25 00:09 KST,-0.8,19.71,72.6,24.171356,2.8700273,10.99,190.431,8.0,3.07,4.06,3.62 -> 3.99 -> 3.92,29553000000.0,7285000000.0,4341000000.0,24.65,14.69,9802000000.0,-2935000000.0,1639000000.0,74075000000.0,-72436000000.0,,4.06,2026-06-23,4.25,4,3,12,0,4,0,1,0,24,D,88
MO,MO,MO,0.0,71.50669860839844,64.67348384857178,10.565713107130787,74.55000305175781,-4.08223248662579,54.361556564366126,daily_close,일봉 종가,2026-06-25 00:09 KST,106.3,9.83,63.48,14.960335,-37.28408,,,5.3,3.48,-5.05,4.57 -> 6.54 -> 4.12,20139000000.0,12035000000.0,6947000000.0,59.76,34.5,9290000000.0,9074000000.0,4474000000.0,25709000000.0,-21235000000.0,0.14,-5.05,2026-06-23,4.25,8,0,0,20,0,10,5,0,43,C,89
DUK,DUK,DUK,0.0,125.21,124.10890022277832,0.8872045238054463,133.4600067138672,-6.1816321735655775,63.43188622368849,regularMarketPrice,정규장/실시간,2026-06-25 00:09 KST,12.0,22.09,70.82,19.055386,1.8017048,9.66,161.495,11.3,8.05,33.51,3.54 -> 5.71 -> 6.31,32237000000.0,8577000000.0,4968000000.0,26.61,15.41,12330000000.0,-1694000000.0,245000000.0,90869000000.0,-90624000000.0,1.59,33.51,2026-06-23,4.25,4,3,6,5,15,5,3,0,41,C,90
BSX,BSX,BSX,0.0,45.04999923706055,80.26380002975463,-43.87258113824659,108.13999938964844,-58.34103986376304,35.83690103409408,daily_close,일봉 종가,2026-06-25 00:09 KST,100.0,69.37,94.96,18.843096,2.587921,14.66,42.25,11.6,32.28,34.65,1.07 -> 1.25 -> 1.94,20074000000.0,3971000000.0,2898000000.0,19.78,14.44,4534000000.0,3404000000.0,1965000000.0,11436000000.0,-9471000000.0,0.19,34.65,2026-06-23,4.25,4,3,12,20,15,10,5,3,72,A,91
CI,CI,CI,0.0,278.1899108886719,281.08159957885744,-1.0287719632014893,366.8500061035156,-24.167941594588978,56.58535480087703,daily_close,일봉 종가,2026-06-25 00:09 KST,29.1,16.46,92.76,11.682782,1.7268876,16.27,72.805,4.6,-3.43,12.94,17.39 -> 12.12 -> 22.18,273854000000.0,8154000000.0,5957000000.0,2.98,2.18,9601000000.0,8389000000.0,7676000000.0,31463000000.0,-23787000000.0,0.4,12.94,2026-06-23,4.25,12,6,16,20,8,8,3,5,78,A,92
ZTS,ZTS,ZTS,0.0,78.4000015258789,119.5770503616333,-34.43557832479048,196.47999572753906,-60.09771822542329,52.164633547866224,daily_close,일봉 종가,2026-06-25 00:09 KST,6.0,29.69,103.0,12.836066,9.988519,67.75,286.236,2.9,6.04,8.97,5.07 -> 5.47 -> 6.02,9467000000.0,3597000000.0,2673000000.0,38.0,28.23,2904000000.0,2283000000.0,2310000000.0,9238000000.0,-6928000000.0,2.14,8.97,2026-06-23,4.25,8,0,20,0,8,5,5,1,47,C,93
ICE,ICE,ICE,0.0,132.11,158.43890037536622,-16.617699512549617,188.4499969482422,-29.896523141741394,38.41374315961686,regularMarketPrice,정규장/실시간,2026-06-25 00:09 KST,79.7,31.44,96.3,19.207848,2.5373936,13.85,70.986,20.4,13.28,17.35,4.19 -> 4.78 -> 5.77,12640000000.0,4999000000.0,3315000000.0,39.55,26.23,4662000000.0,3871000000.0,837000000.0,20279000000.0,-19442000000.0,0.24,17.35,2026-06-23,4.25,4,3,12,20,12,10,5,5,71,A,94
CME,CME,CME,0.0,239.6999969482422,281.3224488067627,-14.795282792064171,326.4599914550781,-26.57599607233169,39.341016181335924,daily_close,일봉 종가,2026-06-25 00:09 KST,21.3,21.98,92.61,20.581415,3.2813668,15.92,14.059,14.4,7.58,12.23,8.86 -> 9.67 -> 11.16,6520600000.0,4229500000.0,4072200000.0,64.86,62.45,4277100000.0,4193600000.0,4416900000.0,3422300000.0,994600000.0,0.97,12.23,2026-06-23,4.25,4,0,16,16,8,8,5,5,62,B,95
EQIX,EQIX,EQIX,0.0,1106.1400146484375,899.1951989746094,23.014448465674203,1115.93994140625,-0.8781768977157621,58.9551326103442,daily_close,일봉 종가,2026-06-25 00:09 KST,20.0,79.09,100.14,76.01861,7.608363,10.06,162.961,12.1,21.06,15.53,10.31 -> 8.5 -> 13.76,9217000000.0,1966000000.0,1350000000.0,21.33,14.65,3911000000.0,-400000000.0,1727000000.0,22726000000.0,-20999000000.0,3.8,15.53,2026-06-23,4.25,0,0,12,0,12,8,3,0,35,D,96
SHW,SHW,SHW,0.0,334.275,334.1348992919922,0.04192938489952054,399.7099914550781,-16.370616910743934,71.55899777794068,regularMarketPrice,정규장/실시간,2026-06-25 00:09 KST,,,,,,,,,,,-,,,,,,,,,,,,,2026-06-23,4.25,0,0,0,0,0,0,1,5,6,D,97
MCO,MCO,MCO,0.0,453.7349853515625,472.6286247253418,-3.9975656118498857,539.6099853515625,-15.914271850260775,53.06671251011377,daily_close,일봉 종가,2026-06-25 00:09 KST,7.8,39.49,81.11,32.534077,26.460035,71.36,235.539,8.1,16.29,25.13,8.73 -> 11.26 -> 13.67,7718000000.0,3462000000.0,2459000000.0,44.86,31.86,2901000000.0,2575000000.0,2384000000.0,7351000000.0,-4967000000.0,4.17,25.13,2026-06-23,4.25,0,0,20,0,15,5,5,5,50,C,98
PH,PH,PH,0.0,970.3800048828125,879.3486987304688,10.352128374530746,1023.02001953125,-5.1455507852678455,78.6720851138526,daily_close,일봉 종가,2026-06-25 00:09 KST,-4.2,23.7,91.2,35.84871,8.384758,24.84,65.554,10.6,6.48,30.03,16.04 -> 21.84 -> 27.12,19850000000.0,4060000000.0,3531000000.0,20.45,17.79,3776000000.0,3341000000.0,467000000.0,9285000000.0,-8818000000.0,,30.03,2026-06-23,4.25,0,0,20,0,15,0,1,0,36,D,99
REGN,REGN,REGN,0.0,622.0999755859375,697.8125991821289,-10.849993778405603,1201.760009765625,-48.234258876090955,51.666121067235,daily_close,일봉 종가,2026-06-25 00:09 KST,-7.2,20.38,92.26,15.170969,2.0163991,14.55,8.612,19.0,-7.23,9.22,34.77 -> 38.34 -> 41.48,14342900000.0,3702000000.0,4504900000.0,25.81,31.41,4978900000.0,3765200000.0,3118100000.0,2705900000.0,412200000.0,,9.22,2026-06-23,4.25,8,3,12,0,8,0,5,3,39,D,100
