yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,peer_per_avg,peer_per_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
080220.KQ,080220,제주반도체,28070,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,81500.0,74220.0,91200.0,69708.33333333333,52318.15,55.77767944776334,134000.0,-39.17910447761194,54.80153649166751,-0.49,-15.02,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,102.29,22.3,2.79,26.86,9.75,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-13,2025.0,CFS,11011.0,OpenDART,,,5,2,4,4,0.26,3.77,2.73,158.62,,,53.63,반도체 제조업,반도체 제조업,2026-08-14,4.25,0,0,16,20,15,10,5,5,71,A,30
064760.KQ,064760,티씨케이,27277,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,242000.0,189770.0,236615.0,247332.5,215394.5,12.35198670346736,348500.0,-30.55954088952654,61.70108161258179,12.56,-12.64,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,-2.77,18.81,68.2,24.0,4.85,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.59,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,334286.0,,,38.13,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,6.91,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-08-14,4.25,4,0,12,0,4,0,3,5,28,D,31
058610.KQ,058610,에스피지,26302,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,118900.0,93180.0,92095.0,107128.33333333333,95847.0,24.051874341398268,158100.0,-24.794433902593298,75.46728971961383,80.15,8.29,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,-30.29,103.2,4.09,251.52,8.92,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,130000.0,,,9.34,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,,,,,,-8.86,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-14,4.25,0,0,0,0,0,0,1,5,6,D,32
357780.KQ,357780,솔브레인,25046,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,322000.0,282100.0,332675.0,381825.0,349540.0,-7.878926589231562,501000.0,-35.728542914171655,63.28358208954695,10.46,-19.7,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,-33.25,18.26,29.7,17.0,2.21,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.73,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,521556.0,,,61.97,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,,,,,,-22.12,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-14,4.25,8,3,6,0,0,0,3,5,25,D,33
214150.KQ,214150,클래시스,24463,우량기업부,미용의료기기,KOSDAQ,주권,KRX,38000.0,43247.5,45160.0,50137.5,53203.75,-28.576463125249628,75600.0,-49.735449735449734,35.09433962262297,-13.83,-22.05,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,32.76,30.47,70.78,15.0,4.96,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,2.63,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,71000.0,,,86.84,,,Naver/FnGuide,,KRW,2026-08-13,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,4,1,3,3,0.46,16.75,-20.75,-70.39,,,32.57,의료용 기기 제조업,의료용 기기 제조업,2026-08-14,4.25,8,0,20,20,15,10,5,3,81,A,34
067310.KQ,067310,하나마이크론,24335,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,36600.0,32817.5,40936.666666666664,38398.75,34116.5,7.279468878695059,56800.0,-35.563380281690144,52.6717557251627,2.38,-23.03,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,,44.79,20.02,15.0,5.16,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.19,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,62000.0,,,69.4,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011,OpenDART,2025.0,11011,5,2,4,4,,6.06,2.73,-14.85,,,,반도체 제조업,반도체 제조업,2026-08-14,4.25,8,0,6,0,0,0,5,5,24,D,35
950160.KQ,950160,코오롱티슈진,24258,외국기업(소속부없음),골관절염 치료제,KOSDAQ,주식예탁증권,KRX,28550.0,21854.5,71684.83333333333,88371.58333333333,82154.2,-65.24827702052968,138800.0,-79.43083573487031,77.12446351926697,-54.03,-73.22,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,,,5.09,,14.39,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,880.74,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-08-12,2025.0,OFS,11011.0,OpenDART,,,8,2,7,7,,15.95,-9.41,-9.78,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-14,4.25,0,0,0,0,0,0,1,1,2,D,36
031980.KQ,031980,피에스케이홀딩스,23977,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,113300.0,105690.0,121341.66666666667,115052.5,90550.25,25.123895295705978,166500.0,-31.95195195195195,49.848024316102354,-20.99,-2.75,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,-4.32,11.02,5.62,18.0,4.7,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.95,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,191600.0,,,69.11,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011,OpenDART,2025.0,11011,21,16,20,20,,7.03,6.8,-33.14,27.0,-33.33,46.54,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-14,4.25,8,0,16,0,15,0,5,5,49,C,37
226950.KQ,226950,올릭스,23590,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,112000.0,112425.0,132258.33333333334,153256.66666666666,144316.0,-22.392527509077304,207000.0,-45.893719806763286,49.17395529639759,-18.01,-25.93,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,,,7.16,,17.33,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-13,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,32.54,-31.49,-46.74,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-14,4.25,0,0,0,0,0,0,5,3,8,D,38
178320.KQ,178320,서진시스템,23518,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,36950.0,35890.0,53003.333333333336,51554.166666666664,42182.0,-12.403394812953392,80800.0,-54.26980198019802,45.32019704431414,-5.98,-47.06,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,,15.93,14.92,,2.65,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,67500.0,,,82.68,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011,OpenDART,,,1,0,0,0,,,,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-08-14,4.25,0,3,0,0,0,0,5,3,11,D,39
237690.KQ,237690,에스티팜,22212,우량기업부,원료의약품,KOSDAQ,주권,KRX,106300.0,103600.0,118315.0,133426.66666666666,128739.0,-17.42983866582776,168700.0,-36.98873740367517,57.4370709381967,-14.48,-17.34,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,52.02,53.05,12.64,33.0,3.67,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.47,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,184786.0,,,73.83,,,Naver/FnGuide,,KRW,2026-08-13,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.63,6.2,7.59,-40.81,26.38,25.09,61.23,의약품 제조업,의약품 제조업,2026-08-14,4.25,0,0,12,20,15,10,3,5,65,B,40
005290.KQ,005290,동진쎄미켐,22146,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,43450.0,40705.0,49995.833333333336,51371.25,47161.0,-7.868789889951443,66000.0,-34.166666666666664,51.851851851823554,-0.34,-24.57,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,-35.98,13.86,13.08,17.03,1.94,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.5,33.71,650.0,334.0,OpenDART,71.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,-11.78,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-14,4.25,8,3,6,0,0,0,5,5,27,D,41
098460.KQ,098460,고영,22064,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,32350.0,28212.5,30818.333333333332,31483.333333333332,28906.9,11.91099702839114,43500.0,-25.632183908045974,61.86868686864312,22.54,-6.37,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,-29.74,61.63,25.65,37.0,6.14,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.43,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,44083.0,,,36.27,,,Naver/FnGuide,,KRW,2026-08-13,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,,7.03,8.16,-12.66,26.0,42.31,-17.9,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-14,4.25,0,0,0,0,0,0,3,5,8,D,42
140410.KQ,140410,메지온,21026,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,68700.0,57720.0,60373.333333333336,79125.83333333333,85280.0,-19.44183864915572,172700.0,-60.220034742327734,57.51391465675685,29.87,-3.51,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,,,25.58,,123.53,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,18.98,-18.83,550.84,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-14,4.25,0,0,0,0,0,0,3,1,4,D,43
010170.KQ,010170,대한광통신,20788,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,13370.0,10657.0,14626.666666666666,13613.625,9191.39,45.46222062169053,29100.0,-54.054982817869416,64.50839328529952,29.81,-37.96,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,,,3.22,,18.03,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-08-14,4.25,0,0,0,0,0,0,3,3,6,D,44
032820.KQ,032820,우리기술,20647,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,11950.0,10350.5,12411.666666666666,16774.333333333332,12254.025,-2.481021541901536,29300.0,-59.21501706484642,59.82721382280372,21.32,-27.88,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,-84.85,398.75,7.78,60.64,12.69,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-14,4.25,0,0,0,0,0,0,3,3,6,D,45
263750.KQ,263750,펄어비스,19638,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,31200.0,33772.5,37389.166666666664,46799.583333333336,44379.0,-29.696478063949165,72000.0,-56.666666666666664,37.09677419351488,-8.64,-33.62,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,296.2,96.6,7.73,7.0,2.36,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,3.88,,,68750.0,,,120.35,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,0.02,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-14,4.25,15,3,0,20,0,10,5,3,56,B,46
140860.KQ,140860,파크시스템스,19571,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,274500.0,256700.0,262033.33333333334,265970.8333333333,254740.0,7.756928633116118,339500.0,-19.145802650957293,56.57894736841584,6.4,5.17,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,-19.61,42.01,39.12,39.0,8.47,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.18,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,361125.0,,,31.56,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,,,,,,18.19,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-08-14,4.25,0,0,16,0,12,0,3,5,36,D,47
068760.KQ,068760,셀트리온제약,19514,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,44200.0,41395.0,42615.0,50808.333333333336,55852.1,-20.862420571473585,75700.0,-41.611624834874505,62.39999999993012,11.06,-10.07,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,76.47,119.93,5.27,49.83,4.57,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.45,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-10,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.65,5.76,7.95,-20.66,26.38,88.89,34.91,의약품 제조업,의약품 제조업,2026-08-14,4.25,0,0,6,20,15,10,3,5,59,B,48
083650.KQ,083650,비에이치아이,18968,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,60700.0,47092.5,56416.666666666664,75501.66666666667,67693.25,-10.33079369065601,109500.0,-44.5662100456621,68.40958605662401,42.32,-20.13,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,232.86,26.53,12.08,22.0,9.49,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,81.22,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,0.09,,,,,,180.92,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-14,4.25,4,0,20,20,15,10,1,5,75,A,49
089030.KQ,089030,테크윙,18248,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,49250.0,45150.0,50127.5,52674.166666666664,51402.5,-4.187539516560478,71100.0,-30.73136427566807,55.99489795916368,0.1,2.28,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,,181.67,16.2,400.41,8.62,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.26,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-14,2025.0,CFS,11011,OpenDART,2025.0,11011,21,16,20,20,,6.65,8.16,29.62,26.0,1440.04,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-14,4.25,0,0,0,0,0,0,3,5,8,D,50
089970.KQ,089970,브이엠,17954,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,68000.0,69955.0,80895.0,64045.833333333336,49331.0,37.84435750339543,119700.0,-43.19131161236424,45.15195369029476,-37.21,30.52,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,,29.68,11.47,21.0,8.69,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,0.0,False,1.0,OpenDART,,4.0,,,118750.0,,,74.63,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,21,16,20,20,,6.65,6.8,30.68,27.0,-22.22,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-14,4.25,4,0,16,0,0,0,5,5,30,D,51
0009K0.KQ,0009K0,에임드바이오,17622,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,27300.0,22692.0,25883.166666666668,38553.666666666664,,,72500.0,-62.3448275862069,68.42105263151173,29.08,-22.22,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,,626.65,2.33,383.33,8.91,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,10,1,9,9,,32.54,-31.49,-72.62,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-14,4.25,0,0,6,0,0,0,1,1,8,D,52
060370.KQ,060370,LS마린솔루션,16977,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,32600.0,29425.0,29365.0,31285.0,30337.0,7.459537858061113,50100.0,-34.930139720558884,56.313131313091496,21.64,-5.64,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,-51.36,69.69,2.33,132.17,2.77,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,44000.0,,,34.97,,,Naver/FnGuide,,KRW,2026-08-13,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,,,-28.93,전기 및 통신 공사업,전기 및 통신 공사업,2026-08-14,4.25,0,3,0,0,0,0,3,5,11,D,53
041510.KQ,041510,에스엠,16804,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,73300.0,71670.0,75431.66666666667,85361.66666666667,96030.5,-23.670083983734337,153000.0,-52.09150326797386,48.29931972786816,6.08,-19.01,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,1844.22,43.74,32.19,14.0,1.68,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.21,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,113412.0,,,54.72,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,0.01,,,,,,103.18,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-08-14,4.25,8,6,20,20,15,10,5,3,87,S,54
096530.KQ,096530,씨젠,16790,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,32050.0,28357.5,28880.0,26702.5,26182.5,22.41000668385372,35150.0,-8.819345661450924,66.80851063821828,12.26,6.13,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,7007.69,906.71,18.82,25.58,1.43,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.12,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,45500.0,,,41.97,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011,OpenDART,2025.0,11011,3,1,2,2,0.0,,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-14,4.25,0,6,0,0,0,10,1,0,17,D,55
323280.KQ,323280,태성,16490,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,54300.0,37900.0,44942.5,56164.583333333336,52342.0,3.740781781361049,89700.0,-39.46488294314381,70.61143984218958,46.96,-21.19,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,,103.42,3.92,,11.85,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,21,17,20,20,,6.65,8.16,78.2,26.0,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-14,4.25,0,0,0,0,0,0,1,5,6,D,56
131970.KQ,131970,두산테스나,16234,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,85000.0,72455.0,111305.0,107475.0,84808.25,0.22609828642850194,190100.0,-55.28669121514992,52.05479452053795,-2.19,-47.66,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,-95.9,238.23,10.59,42.0,3.65,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.19,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.83,,,187500.0,,,120.59,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,OFS,11011,OpenDART,2025.0,11011,1,0,0,0,,,,,,,-83.42,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-08-14,4.25,0,0,0,0,0,0,5,3,8,D,57
030530.KQ,030530,원익홀딩스,16219,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,21000.0,18081.5,21606.5,26435.75,29520.7,-28.863475459592763,48700.0,-56.87885010266941,62.124849939923784,25.07,-17.32,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,,137.36,5.61,80.4,1.54,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-14,4.25,0,6,0,0,0,0,3,3,12,D,58
420770.KQ,420770,기가비스,15223,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,121100.0,115820.0,137315.0,111852.5,82903.0,46.07432782890849,192200.0,-36.992715920915714,52.72727272726379,-25.61,1.09,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,353.16,47.97,4.6,59.0,7.55,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.66,65.63,800.0,101.41,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,182500.0,,,50.7,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011,OpenDART,2025.0,11011,21,16,20,20,0.17,6.65,7.54,13.53,26.0,126.92,-33.36,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-14,4.25,0,0,6,20,0,10,5,5,46,C,59
007390.KQ,007390,네이처셀,15077,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,23350.0,22942.5,25635.833333333332,22465.166666666668,22741.05,2.677756743861874,37800.0,-38.22751322751323,44.75524475515712,-6.6,22.83,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,,1126.55,7.25,,24.11,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-13,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,14.39,-23.48,67.55,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-14,4.25,0,0,0,0,0,0,5,5,10,D,60
