yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
085660.KQ,085660,차바이오텍,8330,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,9030.0,9951.5,12611.333333333334,15994.416666666666,14951.0,-39.602702160390606,23850.0,-62.13836477987421,28.715365239193446,-20.65,-48.81,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,,8.22,,1.54,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,14.18,-9.41,,-89.14,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-23,4.25,0,6,0,0,0,0,3,1,10,D,91
281740.KQ,281740,레이크머티리얼즈,8203,우량기업부,"LED, 반도체 소재 및 석유화학촉매",KOSDAQ,주권,KRX,12480.0,12846.5,16964.833333333332,19499.333333333332,17493.0,-28.657177156576918,27550.0,-54.7005444646098,43.48404255311054,-13.93,-47.56,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,-63.09,69.3,10.4,59.63,5.27,5.8,161.94,1.8,-40.09,-43.54,367 -> 317 -> 117,1412.0,133.0,78.0,9.42,5.52,154.78,18.13,206.47,2199.93,-1993.46,0.24,25.6,30.0,19.72,OpenDART,-40.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,,,,,,-43.54,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-23,4.25,0,0,6,0,0,0,5,3,14,D,92
083450.KQ,083450,GST,8035,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,43750.0,46950.0,52884.166666666664,41887.916666666664,35642.75,22.74585995749486,66500.0,-34.21052631578947,41.44144144142054,-13.19,-3.53,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,0.82,8.6,22.37,14.2,2.45,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.49,25.68,650.0,116.27,OpenDART,29.4,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,20,14,19,19,17.32,31.0,7.56,7.42,-54.19,-67.59,13.24,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,8,3,16,0,8,2,5,5,47,C,93
476830.KQ,476830,알지노믹스,7967,기술성장기업부,"인체질환치료제 및 진단제, 진단용 유전자재조합 의약품",KOSDAQ,주권,KRX,28200.0,34987.5,55446.666666666664,71251.66666666667,,,118000.0,-76.10169491525424,26.27511591961769,-37.54,-69.26,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,,10.11,,14.0,604.61,6.72,7800.0,,,-,79.0,-146.0,-1038.0,-184.81,-1313.92,-108.52,-109.73,176.19,39.56,136.63,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-22,2025.0,OFS,11011.0,OpenDART,,,9,2,8,8,,,23.98,-25.16,,-41.62,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-23,4.25,0,0,20,0,0,0,3,1,24,D,94
232140.KQ,232140,와이씨,7966,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,9710.0,11061.5,15620.166666666666,17716.166666666668,16304.05,-40.444245448216854,23700.0,-59.0295358649789,37.36263736256551,-25.13,-53.76,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,75.37,55.92,7.77,23.0,2.09,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,4.0,,,22750.0,,,134.29,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,,,20,14,19,19,0.31,31.0,7.56,8.9,-25.81,-72.35,19.34,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,4,3,6,20,12,10,5,3,63,B,95
388720.KQ,388720,유일로보틱스,7763,벤처기업부,"취출로봇, 사출장비 및 자동화시스템",KOSDAQ,주권,KRX,66200.0,66685.0,83845.0,95760.83333333333,90605.0,-26.935599580597096,150700.0,-56.07166556071665,47.75413711582344,-11.02,-30.68,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,,15.25,,8.02,-26.71,20.64,4.83,-3250.0,,-,369.0,-126.0,-247.0,-34.15,-66.94,-112.68,-195.79,28.12,185.17,-157.05,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-22,2025.0,OFS,11011.0,OpenDART,,,20,15,19,19,,30.0,6.77,8.9,,18.46,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,3,8,D,96
065350.KQ,065350,신성델타테크,7736,우량기업부,"세탁기, 자동차, 에어컨 및 LCD 부품",KOSDAQ,주권,KRX,28200.0,29172.5,41099.166666666664,52820.416666666664,54614.75,-48.36559720588303,121700.0,-76.82826622843056,40.647482014347545,-22.74,-53.08,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,73.25,81.02,4.3,33.83,3.04,9.51,161.32,7.19,4.53,,456 -> 790,9454.0,277.0,242.0,2.93,2.56,143.76,-801.57,706.02,5756.98,-5050.96,0.43,13.6,120.0,32.98,OpenDART,0.0,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,0.46,,,,,,,가정용 기기 제조업,가정용 기기 제조업,2026-07-23,4.25,0,0,6,20,0,10,5,1,42,C,97
376900.KQ,376900,로킷헬스케어,7722,기술성장기업부,장기 재생 플랫폼,KOSDAQ,주권,KRX,48650.0,44015.0,54754.166666666664,71969.58333333333,64738.65,-24.851692149898092,147900.0,-67.10615280594998,59.036144578297936,1.35,-45.64,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,,1.57,,77.89,8.69,376.27,100.0,,,-,262.0,5.0,-28.0,1.91,-10.69,-172.3,-177.66,310.55,434.75,-124.2,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-15,2025.0,CFS,11011.0,OpenDART,,,4,2,3,3,,,5.58,4.81,,1295.88,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-23,4.25,0,0,6,0,0,0,3,1,10,D,98
213420.KQ,213420,덕산네오룩스,7697,우량기업부,"HTL(정공수송층), HIL(정공주입층), RED HOST",KOSDAQ,주권,KRX,31000.0,30535.0,38762.5,41822.083333333336,41242.5,-24.83481845183973,55800.0,-44.44444444444444,51.79063360877547,-8.42,-39.22,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,16.22,20.99,11.83,10.0,1.63,12.5,51.8,62.18,15.62,21.88,1442 -> 1843 -> 2142,3443.0,607.0,540.0,17.63,15.68,605.55,464.93,1262.89,2436.93,-1174.04,,,,,,,,,,,,4.0,,,64143.0,,,106.91,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,,,10,7,9,9,0.62,25.0,4.35,8.6,-60.0,-62.53,21.88,전자부품 제조업,전자부품 제조업,2026-07-23,4.25,12,6,12,20,12,8,5,5,80,A,99
100790.KQ,100790,미래에셋벤처투자,7681,우량기업부,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,KOSDAQ,주권,KRX,14460.0,16391.0,36951.166666666664,31708.916666666668,23108.4,-37.42535182011736,67400.0,-78.5459940652819,36.73819742484856,-27.88,-75.49,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,263.75,20.88,8.05,17.61,1.97,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,2398.0,351.0,309.0,14.64,12.89,488.15,486.97,724.58,7218.06,-6493.48,,,,,,,0.0,,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,,,3,2,2,2,0.07,,,,,,12.85,기타 금융업,기타 금융업,2026-07-23,4.25,8,3,6,20,8,10,5,1,61,B,100
